"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Il6",8.29723182342334e-135,0.711631874214591,0.237,0.041,1.4564131019655e-130,"0","Il6"
"Klf2",2.02611819600844e-131,0.679194856652645,0.924,0.698,3.55644526945362e-127,"0","Klf2"
"Gem",1.24851310990352e-129,0.604507238811133,0.866,0.565,2.19151506181365e-125,"0","Gem"
"Irs2",9.98518985351313e-128,0.583356992609546,0.552,0.24,1.75270037498716e-123,"0","Irs2"
"Vim",1.5570953669746e-120,0.486804249657296,1,0.94,2.73316949765051e-116,"0","Vim"
"Btg2",8.03723520051933e-118,0.51359004129735,0.915,0.597,1.41077589474716e-113,"0","Btg2"
"Nr4a3",1.01545487414472e-117,0.487384719258709,0.286,0.071,1.78242794058623e-113,"0","Nr4a3"
"Ch25h",1.76451759491426e-116,0.797975952976794,0.43,0.164,3.097257734353e-112,"0","Ch25h"
"Ccn1",2.18126463752683e-115,0.715148501321051,0.941,0.743,3.82877381825085e-111,"0","Ccn1"
"Col6a3",5.54447281057512e-115,0.556481606543187,0.993,0.813,9.7322131244025e-111,"0","Col6a3"
"Socs3",2.87690922185521e-114,0.50144715992937,0.926,0.65,5.04983875712246e-110,"0","Socs3"
"Ier3",3.34670434687566e-114,0.76208659542546,0.893,0.639,5.87447014007085e-110,"0","Ier3"
"Nfkbia",1.48037631918225e-111,0.446712634419345,0.846,0.527,2.5985045530606e-107,"0","Nfkbia"
"Jund",2.84129059372107e-108,0.48025825446633,0.993,0.913,4.9873173791586e-104,"0","Jund"
"Maff",5.16455729304068e-108,0.524135574125831,0.487,0.209,9.0653474164743e-104,"0","Maff"
"Odc1",1.90149437505221e-105,0.688453761532438,0.73,0.449,3.33769307652915e-101,"0","Odc1"
"Tnfaip2",2.34888567740836e-102,0.644691223626227,0.654,0.371,4.12299902955489e-98,"0","Tnfaip2"
"Sdc4",5.06855459019134e-100,0.70785506263304,0.819,0.582,8.89683387216287e-96,"0","Sdc4"
"Pim1",9.25396278243721e-97,0.520086760405922,0.651,0.355,1.6243480872012e-92,"0","Pim1"
"Cxcl1",1.54986823738795e-95,0.828264635215731,0.477,0.212,2.72048371708706e-91,"0","Cxcl1"
"Bdnf",6.51633622558886e-95,1.07982848590456,0.409,0.184,1.14381249767761e-90,"0","Bdnf"
"Smad7",5.69480646370394e-94,0.542466011824209,0.843,0.611,9.99609378573953e-90,"0","Smad7"
"Id2",7.92964260654043e-90,0.705873070515675,0.737,0.488,1.39189016672604e-85,"0","Id2"
"Nfil3",4.42579958607635e-89,0.365853284049012,0.34,0.123,7.76860601343981e-85,"0","Nfil3"
"Plat",4.34817446917451e-85,0.459532051520747,0.95,0.661,7.63235064574201e-81,"0","Plat"
"Mfap2",2.92762623644748e-82,0.4729004241108,0.798,0.525,5.13886233283627e-78,"0","Mfap2"
"Rplp0",2.32641209474697e-81,0.279600454567166,0.998,0.993,4.08355114990935e-77,"0","Rplp0"
"Rps2",6.35616173135638e-81,0.262886923684196,0.999,0.99,1.11569706870499e-76,"0","Rps2"
"Ptgs2",7.357668856806e-80,0.600296500847553,0.137,0.021,1.29149161443516e-75,"0","Ptgs2"
"Mt2",1.20695369641665e-77,0.971445338229641,0.667,0.446,2.11856582332015e-73,"0","Mt2"
"Dusp1",1.08212690530451e-70,0.272113212392937,0.896,0.633,1.89945735688101e-66,"0","Dusp1"
"Sik1",4.14645392426975e-70,0.314893984648008,0.335,0.136,7.2782705732707e-66,"0","Sik1"
"Unc5b",2.82940520246257e-69,0.419452501843471,0.865,0.634,4.96645495188255e-65,"0","Unc5b"
"Ccl7",8.65542740809753e-67,0.930071343807018,0.233,0.078,1.51928717294336e-62,"0","Ccl7"
"Csrnp1",3.18431104264155e-64,0.259247717983956,0.448,0.22,5.58942117314871e-60,"0","Csrnp1"
"Itga8",6.46399759016577e-64,0.405784085208249,0.835,0.597,1.1346254970018e-59,"0","Itga8"
"Ier5",1.94504817922437e-63,0.352962459367458,0.782,0.547,3.41414306899254e-59,"0","Ier5"
"Col4a1",5.92853555445894e-62,0.37020340114525,0.993,0.903,1.04063584587418e-57,"0","Col4a1"
"Vcam1",1.24096070535148e-61,0.424873518697294,0.904,0.729,2.17825832610345e-57,"0","Vcam1"
"Rasl11a",3.47243320767199e-60,0.529606192050695,0.771,0.549,6.09516200942664e-56,"0","Rasl11a"
"Gm13889",1.2550510959126e-59,0.439446122806218,0.986,0.878,2.20299118865539e-55,"0","Gm13889"
"Dnajb4",9.62291428063847e-56,0.335534932731417,0.607,0.379,1.68911014368047e-51,"0","Dnajb4"
"Plod2",6.03500449963776e-54,0.358790789381478,0.611,0.396,1.05932433982142e-49,"0","Plod2"
"Tbx20",7.09149441887076e-53,0.435235261670315,0.67,0.47,1.24477001534438e-48,"0","Tbx20"
"Tiparp",5.29032080015023e-52,0.409891820140179,0.51,0.306,9.2861001005037e-48,"0","Tiparp"
"Ccnl1",1.8866866266604e-51,0.250997535682744,0.688,0.458,3.31170103577701e-47,"0","Ccnl1"
"Errfi1",2.70508188599323e-51,0.42329124783361,0.641,0.432,4.74823023448391e-47,"0","Errfi1"
"Adamts4",3.19258007850204e-51,0.287743890425079,0.355,0.177,5.60393581179462e-47,"0","Adamts4"
"Fbn2",5.85132193142815e-50,0.327227680091563,0.821,0.555,1.02708253862358e-45,"0","Fbn2"
"Metrnl",1.42092472142305e-49,0.356472580399673,0.571,0.367,2.49414916351389e-45,"0","Metrnl"
"Tagln2",7.13980433780814e-49,0.328216541216372,0.985,0.897,1.25324985541546e-44,"0","Tagln2"
"Slc3a2",7.88891667750492e-47,0.271371445447668,0.69,0.47,1.38474154440244e-42,"0","Slc3a2"
"Ccn4",1.3236638554151e-46,0.328126903229742,0.631,0.419,2.32342716541012e-42,"0","Ccn4"
"Fstl1",1.39964774977611e-46,0.30186116512559,0.983,0.84,2.456801695182e-42,"0","Fstl1"
"Ncam1",1.19209414914939e-45,0.30064432968027,0.656,0.433,2.09248286000192e-41,"0","Ncam1"
"Plekhf1",1.80866511881541e-45,0.286263924032698,0.433,0.25,3.17474988305668e-41,"0","Plekhf1"
"Pde4b",2.6132210476624e-45,0.308139597576184,0.521,0.321,4.58698690496182e-41,"0","Pde4b"
"Col4a2",8.36505172726701e-45,0.305126754308873,0.981,0.862,1.46831752968718e-40,"0","Col4a2"
"Nrep",1.13438440655277e-44,0.295530291797596,0.495,0.298,1.99118494882207e-40,"0","Nrep"
"Col3a1",1.35121339397077e-44,0.282252408107428,0.999,0.889,2.37178487043689e-40,"0","Col3a1"
"Gsn",1.18778216517793e-41,0.285222880466423,0.985,0.808,2.08491403453681e-37,"0","Gsn"
"Emp2",1.37259022977579e-41,0.286778763576524,0.862,0.649,2.40930763032545e-37,"0","Emp2"
"Dpt",8.13435730928971e-41,0.276119986956936,0.919,0.666,1.42782373849962e-36,"0","Dpt"
"Spry2",9.53161553082607e-41,0.276217960067116,0.463,0.278,1.6730844741259e-36,"0","Spry2"
"Cpxm1",9.75397080600626e-41,0.259284192460944,0.949,0.724,1.71211449557828e-36,"0","Cpxm1"
"Loxl1",1.41830236877708e-40,0.268145366812768,0.951,0.689,2.48954614791441e-36,"0","Loxl1"
"Adamtsl2",2.56858227046488e-40,0.273505265504831,0.931,0.723,4.50863245934701e-36,"0","Adamtsl2"
"Tpm1",5.30329670125205e-40,0.310902398756435,0.907,0.766,9.30887669970773e-36,"0","Tpm1"
"Ngf",7.39913020847218e-40,0.297419586391679,0.786,0.591,1.29876932549312e-35,"0","Ngf"
"Spry4",2.00537280780965e-39,0.269187989786602,0.453,0.277,3.52003088954828e-35,"0","Spry4"
"Sparc",3.30279505221851e-38,0.264782435876616,0.998,0.96,5.79739615515915e-34,"0","Sparc"
"Aldh1a2",4.09065457474432e-38,0.325765616736148,0.6,0.401,7.18032597504871e-34,"0","Aldh1a2"
"Ifrd1",6.59352466783295e-38,0.272799562283865,0.56,0.366,1.15736138494472e-33,"0","Ifrd1"
"Zfp36l1",9.49579916778479e-37,0.280842142647555,0.977,0.901,1.66679762792126e-32,"0","Zfp36l1"
"Olfml3",1.17971528213226e-36,0.253811978338601,0.979,0.812,2.07075423472675e-32,"0","Olfml3"
"Cx3cl1",1.38208162767223e-36,0.283891156861846,0.643,0.443,2.42596788105306e-32,"0","Cx3cl1"
"Alcam",3.41871680983542e-36,0.312772323894799,0.739,0.545,6.00087361630411e-32,"0","Alcam"
"Acta2",4.24242214883477e-36,0.475730724103099,0.504,0.343,7.44672359784968e-32,"0","Acta2"
"F2r",5.55029378245263e-35,0.260720030312259,0.926,0.765,9.74243067633911e-31,"0","F2r"
"Gucy1a1",8.9290464947709e-35,0.27419336539381,0.944,0.787,1.56731553122714e-30,"0","Gucy1a1"
"Dpysl3",9.71095889569708e-35,0.266054598568109,0.762,0.56,1.70456461496171e-30,"0","Dpysl3"
"Enc1",1.58636881993589e-34,0.299202554161574,0.519,0.348,2.78455318963347e-30,"0","Enc1"
"Fhl2",2.62170123968627e-34,0.267264366348561,0.747,0.547,4.60187218602131e-30,"0","Fhl2"
"Mbd1",5.9912857335021e-34,0.399639099872201,0.6,0.432,1.05165038480162e-29,"0","Mbd1"
"Kcne4",3.70760035762759e-33,0.295405558664511,0.266,0.14,6.5079509077437e-29,"0","Kcne4"
"Wnt5a",3.8222500879858e-33,0.26742808555893,0.682,0.481,6.70919557944148e-29,"0","Wnt5a"
"Ckap4",1.71500201502655e-32,0.257795555807049,0.785,0.612,3.01034303697611e-28,"0","Ckap4"
"Crispld2",7.0754274239115e-32,0.270598905323467,0.606,0.42,1.24194977571919e-27,"0","Crispld2"
"Ccl2",3.09790708988773e-31,0.758916011420903,0.294,0.162,5.43775631487993e-27,"0","Ccl2"
"Spry1",4.1585550815466e-31,0.255338014330417,0.945,0.805,7.29951173463874e-27,"0","Spry1"
"Ereg",1.15842738079725e-29,0.255837388812514,0.247,0.13,2.03338758151341e-25,"0","Ereg"
"Robo2",1.68634997801745e-29,0.265907206164819,0.685,0.512,2.96005011641404e-25,"0","Robo2"
"Ccn2",3.10768569102975e-29,0.403976933324265,0.771,0.62,5.45492069346453e-25,"0","Ccn2"
"Tcf21",2.15440122556457e-28,0.299067645610124,0.894,0.726,3.78162047123349e-24,"0","Tcf21"
"Fbxl22",3.8982469677321e-24,0.28623083373933,0.182,0.092,6.84259290246016e-20,"0","Fbxl22"
"Tagln",1.95741166739971e-18,0.501682730479197,0.691,0.575,3.43584469978671e-14,"0","Tagln"
"Gas6",4.2688626862439e-220,1.07096337561606,0.93,0.595,7.49313467316392e-216,"1","Gas6"
"Tmem176a",1.63968770904051e-214,0.676940909584167,0.999,0.957,2.8781438356788e-210,"1","Tmem176a"
"Gpx3",1.38009911850198e-200,1.41824388490223,0.754,0.368,2.42248798270653e-196,"1","Gpx3"
"Mmp2",2.02606301799729e-186,0.85836824059227,0.964,0.692,3.55634841549064e-182,"1","Mmp2"
"Mfap4",8.26308141643211e-172,0.893953583218315,0.909,0.57,1.45041868102633e-167,"1","Mfap4"
"Cpxm11",5.0892917816311e-171,0.797511555680469,0.966,0.73,8.93323386429706e-167,"1","Cpxm1"
"Svep1",4.23844640336394e-166,0.813229804609015,0.802,0.448,7.43974497182472e-162,"1","Svep1"
"Hsd11b1",1.9582629070804e-158,0.749766351128829,0.98,0.805,3.43733888079823e-154,"1","Hsd11b1"
"Htra1",1.33458841475693e-157,0.769470810635183,0.979,0.683,2.34260304442283e-153,"1","Htra1"
"Tmem176b",3.38341717207262e-152,0.527278875784963,0.999,0.956,5.93891216213907e-148,"1","Tmem176b"
"Timp2",2.20542737156278e-151,0.584549238436238,0.993,0.892,3.87118666530415e-147,"1","Timp2"
"Smoc2",2.51859670974048e-151,0.806587519251321,0.95,0.709,4.42089280460747e-147,"1","Smoc2"
"Itga81",1.82502035326575e-146,0.856326090711261,0.88,0.597,3.20345822608738e-142,"1","Itga8"
"Cd63",5.91370342524213e-144,0.58257087473432,0.996,0.911,1.03803236223275e-139,"1","Cd63"
"Ctsk",1.02457063271839e-143,0.706315485859983,0.926,0.663,1.79842883161059e-139,"1","Ctsk"
"Igfbp7",1.41977285982823e-142,0.44551618742847,1,0.971,2.4921273008565e-138,"1","Igfbp7"
"Itm2b",1.72737739208698e-140,0.406769688860049,0.999,0.989,3.03206553633028e-136,"1","Itm2b"
"Alcam1",4.926158635788e-133,0.909872672728118,0.833,0.53,8.64688625339867e-129,"1","Alcam"
"Fmo2",3.64582990648958e-128,0.580028199757623,0.558,0.228,6.39952523486115e-124,"1","Fmo2"
"Igf1",1.26000996076017e-127,0.699333011445194,0.815,0.514,2.21169548412233e-123,"1","Igf1"
"Ildr2",4.84121492267751e-127,0.677499375429884,0.821,0.489,8.49778455377584e-123,"1","Ildr2"
"Adamts5",9.40686444229996e-127,0.831241825555423,0.823,0.522,1.65118691555691e-122,"1","Adamts5"
"Cst3",2.74245978659376e-124,0.561060604226286,1,0.978,4.81383966340802e-120,"1","Cst3"
"Mdk",4.51548901595829e-123,0.78736925655805,0.825,0.52,7.92603786971158e-119,"1","Mdk"
"Ccdc80",1.06888540802148e-121,0.632470159620309,0.99,0.882,1.8762145567001e-117,"1","Ccdc80"
"Colec12",2.76713334740433e-120,0.63294262135562,0.861,0.564,4.85714916469882e-116,"1","Colec12"
"Igfbp4",9.21178586257154e-117,0.817419121543633,0.972,0.847,1.61694477245718e-112,"1","Igfbp4"
"Col6a31",1.23375347082796e-114,0.591900430977863,0.996,0.821,2.16560746734432e-110,"1","Col6a3"
"Aebp1",1.39352404229192e-113,0.68626222866598,0.87,0.621,2.44605275143501e-109,"1","Aebp1"
"Adamtsl21",6.27308744112797e-102,0.652491348520774,0.944,0.73,1.10111503854119e-97,"1","Adamtsl2"
"Lum",7.67064696137589e-98,0.518208583901243,0.994,0.854,1.34642866113031e-93,"1","Lum"
"Col1a1",8.27275920355111e-98,0.562635863995405,0.997,0.821,1.45211742299933e-93,"1","Col1a1"
"Gsn1",5.86605487522498e-96,0.533638433643541,0.988,0.815,1.02966861224824e-91,"1","Gsn"
"Dpt1",1.35177232369236e-95,0.584329250702481,0.954,0.669,2.3727659597772e-91,"1","Dpt"
"Fbln1",2.85600942696956e-95,0.53649796679517,0.907,0.62,5.01315334715968e-91,"1","Fbln1"
"Clca3a1",1.78887757625434e-94,0.718804199831208,0.915,0.702,3.14001680959924e-90,"1","Clca3a1"
"Olfml31",4.32006274435117e-94,0.52072892787056,0.981,0.819,7.58300613515961e-90,"1","Olfml3"
"Pid1",3.67604096968915e-93,0.526347898969663,0.473,0.212,6.45255471409537e-89,"1","Pid1"
"Col6a5",7.2526475684157e-93,0.904310999860264,0.551,0.279,1.27305722768401e-88,"1","Col6a5"
"Fam180a",1.345950737288e-92,0.582017672047873,0.72,0.421,2.36254732916163e-88,"1","Fam180a"
"Col1a2",8.45078355741237e-91,0.533928501419545,0.997,0.879,1.48336603783259e-86,"1","Col1a2"
"Txnip",8.47572632926043e-89,0.488185145521837,0.943,0.797,1.48774424257508e-84,"1","Txnip"
"C4b",6.23941246601495e-88,0.706187725995372,0.805,0.548,1.0952040701596e-83,"1","C4b"
"Bgn",1.89782470908622e-87,0.367593685920725,0.999,0.947,3.33125171185903e-83,"1","Bgn"
"Serping1",2.71349355641701e-84,0.424167429711319,0.994,0.893,4.76299523957878e-80,"1","Serping1"
"Itgbl1",1.03502791532158e-83,0.58848651676934,0.595,0.325,1.81678449976396e-79,"1","Itgbl1"
"Col6a6",3.24660556287856e-83,0.625843476985422,0.635,0.359,5.69876674452074e-79,"1","Col6a6"
"Itgb5",6.30266699930278e-83,0.509285604142278,0.985,0.808,1.10630713838762e-78,"1","Itgb5"
"Cpz",3.48713851606707e-82,0.467716316336833,0.441,0.199,6.12097423725253e-78,"1","Cpz"
"Col3a11",5.84037330378172e-82,0.491018610076029,0.997,0.895,1.02516072601281e-77,"1","Col3a1"
"Adamts2",1.36351417374363e-80,0.478396506552522,0.944,0.757,2.39337642917219e-76,"1","Adamts2"
"Cd302",3.53232315595629e-79,0.382851709727165,0.992,0.909,6.20028683565007e-75,"1","Cd302"
"Fxyd6",1.34252637577606e-78,0.703660718035912,0.748,0.476,2.35653654739973e-74,"1","Fxyd6"
"Cyp2e1",2.82625293668545e-77,0.505445685850631,0.81,0.514,4.96092177976397e-73,"1","Cyp2e1"
"Rarres2",5.33426629269493e-77,0.455022561423179,0.992,0.885,9.3632376235674e-73,"1","Rarres2"
"Cfh",1.81439825037607e-76,0.428232558488215,0.993,0.909,3.18481324888512e-72,"1","Cfh"
"Vegfd",2.30051972689659e-76,0.498027203409163,0.392,0.17,4.03810227662158e-72,"1","Vegfd"
"Mylk",3.45253340636013e-75,0.478845962668736,0.95,0.811,6.06023188818393e-71,"1","Mylk"
"Aoc1",9.05066321833437e-74,0.42382332610631,0.299,0.109,1.58866291471423e-69,"1","Aoc1"
"Gpm6b",2.75410770269835e-73,0.476261731928908,0.776,0.517,4.83428525054642e-69,"1","Gpm6b"
"Mmp23",3.04022023148101e-73,0.483968152276734,0.78,0.547,5.33649857231861e-69,"1","Mmp23"
"Dkk3",7.55611859468165e-73,0.521832685216987,0.78,0.543,1.32632549692447e-68,"1","Dkk3"
"Scarf2",2.53592306026532e-72,0.472432347264393,0.875,0.672,4.45130574768372e-68,"1","Scarf2"
"Cxcl12",3.1546178035698e-72,0.437612892502379,0.99,0.806,5.53730063060607e-68,"1","Cxcl12"
"C7",3.43622929603546e-72,0.34295082910086,0.265,0.087,6.03161328333104e-68,"1","C7"
"Plscr2",1.31128312984392e-71,0.420433128505566,0.496,0.262,2.30169527781503e-67,"1","Plscr2"
"Ptgis",1.71358029755282e-71,0.463124065413146,0.936,0.714,3.00784749629447e-67,"1","Ptgis"
"mt-Cytb",2.20887841092237e-71,0.289533393121489,0.994,0.967,3.87724427469203e-67,"1","mt-Cytb"
"Mxra8",8.1672862764802e-71,0.425502939957223,0.969,0.826,1.43360376011057e-66,"1","Mxra8"
"Tcf211",2.82542030456448e-70,0.52026648224374,0.926,0.726,4.95946026060203e-66,"1","Tcf21"
"Thsd7a",3.64557806296553e-68,0.351382559415118,0.303,0.117,6.3990831739234e-64,"1","Thsd7a"
"Timp3",6.77881726860975e-68,0.36096891401189,0.991,0.888,1.18988579515907e-63,"1","Timp3"
"Cnpy2",2.23946728171145e-67,0.403522265248631,0.92,0.769,3.9309369195881e-63,"1","Cnpy2"
"Ncam11",2.24701128773134e-67,0.4655586383172,0.694,0.433,3.94417891335482e-63,"1","Ncam1"
"Ppic",4.51914571782963e-67,0.402573575766869,0.978,0.828,7.93245647850634e-63,"1","Ppic"
"Pdlim2",5.01636985199013e-67,0.46848137034908,0.922,0.775,8.80523400119828e-63,"1","Pdlim2"
"Dpep1",5.39932247018487e-67,0.331605315500813,0.207,0.059,9.47743073191551e-63,"1","Dpep1"
"Fhl21",1.31831639747927e-66,0.495315516012064,0.793,0.545,2.31404077249535e-62,"1","Fhl2"
"Adamtsl1",6.3753340628384e-66,0.468010862344278,0.597,0.348,1.11906238805003e-61,"1","Adamtsl1"
"Nedd4",3.76781840238177e-64,0.361972287197313,0.985,0.92,6.61365164170073e-60,"1","Nedd4"
"Prelp",6.79390312078921e-64,0.369714379410898,0.99,0.873,1.19253381479213e-59,"1","Prelp"
"Loxl11",3.55715208151326e-63,0.4177920406823,0.947,0.702,6.24386904868022e-59,"1","Loxl1"
"Ctsl",2.45531465159126e-62,0.3209381836861,0.995,0.953,4.30981380793814e-58,"1","Ctsl"
"Hexa",3.41753229892804e-62,0.413483471856274,0.896,0.749,5.99879444430839e-58,"1","Hexa"
"Apoe",1.54831615873174e-60,0.263299436508269,1,0.986,2.71775935342183e-56,"1","Apoe"
"Mrc2",1.92661048894334e-60,0.412486141014749,0.805,0.579,3.38177939124224e-56,"1","Mrc2"
"Lamp2",1.38231831518297e-59,0.330788944370816,0.988,0.929,2.42638333864067e-55,"1","Lamp2"
"Lrp1",1.87857669439977e-59,0.370481658216694,0.986,0.878,3.29746567167991e-55,"1","Lrp1"
"Gng11",7.43371457670924e-59,0.332685416631062,0.951,0.833,1.30483991964977e-54,"1","Gng11"
"Emp21",1.4414545013149e-58,0.428470610395618,0.858,0.66,2.53018508615805e-54,"1","Emp2"
"Cygb",1.9900917003426e-58,0.35898384899217,0.989,0.878,3.49320796161137e-54,"1","Cygb"
"C1s1",2.66855854063904e-58,0.438903524370556,0.922,0.77,4.68412080638371e-54,"1","C1s1"
"Myh10",2.94378185232768e-57,0.443899870381646,0.617,0.405,5.16722028539078e-53,"1","Myh10"
"Wnt5a1",7.33038440765903e-56,0.441040909935126,0.693,0.487,1.28670237507639e-51,"1","Wnt5a"
"Emp1",3.5560556124642e-55,0.358017298446932,0.952,0.683,6.24194441655841e-51,"1","Emp1"
"Fzd1",4.75539393965594e-55,0.346713664348107,0.846,0.609,8.34714298227808e-51,"1","Fzd1"
"Il11ra1",1.0960904662396e-54,0.407770394988183,0.897,0.741,1.92396759539036e-50,"1","Il11ra1"
"Spon1",1.61797013431516e-54,0.401095779814985,0.437,0.23,2.84002297676339e-50,"1","Spon1"
"Sparcl1",1.6724662498685e-54,0.39562412948862,0.982,0.782,2.93568000839418e-50,"1","Sparcl1"
"Clmp",4.12611495245962e-54,0.396879361865605,0.662,0.437,7.24256957605236e-50,"1","Clmp"
"Cx3cl11",6.60742712807322e-53,0.395509164278082,0.67,0.445,1.15980168379069e-48,"1","Cx3cl1"
"Pcolce",6.62449337999332e-52,0.366171561286489,0.977,0.848,1.16279732299023e-47,"1","Pcolce"
"Cpq",7.44947792715995e-52,0.365726532960953,0.934,0.788,1.30760686055439e-47,"1","Cpq"
"Plpp1",8.74564057365667e-52,0.358763266582373,0.854,0.671,1.53512228989396e-47,"1","Plpp1"
"Eln",1.73728513703195e-51,0.285569765570691,0.896,0.657,3.04945660103218e-47,"1","Eln"
"Slc7a2",5.13989970630234e-51,0.373701679065295,0.759,0.53,9.0220659544725e-47,"1","Slc7a2"
"Lbh",1.69175981257509e-50,0.365904754414204,0.961,0.828,2.96954599901305e-46,"1","Lbh"
"Pdgfra",4.65535284940594e-50,0.420512348394556,0.871,0.699,8.17154085656225e-46,"1","Pdgfra"
"Bicc1",7.00028905294634e-50,0.350584543173502,0.941,0.736,1.22876073746367e-45,"1","Bicc1"
"Lpar1",9.83536298313784e-50,0.322559277190822,0.382,0.195,1.72640126443018e-45,"1","Lpar1"
"Slc43a3",3.29233437409662e-49,0.372543422722228,0.953,0.833,5.7790345268518e-45,"1","Slc43a3"
"Gstt1",4.04864646167282e-49,0.337168769452537,0.788,0.569,7.1065891341743e-45,"1","Gstt1"
"Aoah",1.48952176896685e-48,0.345088621871799,0.41,0.219,2.61455756106751e-44,"1","Aoah"
"Tmem160",1.57217336350945e-48,0.32314533551618,0.876,0.735,2.75963590496814e-44,"1","Tmem160"
"Eid1",4.67542930314781e-48,0.320013984675207,0.95,0.845,8.20678105581535e-44,"1","Eid1"
"Rnase4",1.0344424634468e-47,0.337845476779367,0.762,0.576,1.81575685608816e-43,"1","Rnase4"
"Art4",3.64916252535713e-47,0.359946414417069,0.867,0.666,6.40537498075936e-43,"1","Art4"
"Plekha6",8.5557716693773e-47,0.363910016676582,0.799,0.611,1.5017946011258e-42,"1","Plekha6"
"Cpxm2",9.59448431049466e-47,0.548204778394893,0.528,0.334,1.68411983102113e-42,"1","Cpxm2"
"Oxct1",4.35729269621025e-46,0.391462289237146,0.729,0.537,7.64835586965785e-42,"1","Oxct1"
"Fbln5",9.46938233508561e-46,0.349655184711281,0.625,0.407,1.66216068127758e-41,"1","Fbln5"
"Tmem150a",1.32295924900821e-45,0.346464494480193,0.45,0.264,2.32219036978411e-41,"1","Tmem150a"
"Tspan3",1.79566313476123e-45,0.328618228583722,0.898,0.746,3.15192750044638e-41,"1","Tspan3"
"Fblim1",1.82416044590748e-45,0.377712854793866,0.735,0.546,3.20194883070139e-41,"1","Fblim1"
"Fbn21",3.15145373886983e-45,0.311784856842671,0.828,0.566,5.53174674783821e-41,"1","Fbn2"
"Creg1",5.41724405430254e-45,0.338708690770055,0.906,0.77,9.50888848851726e-41,"1","Creg1"
"Steap3",2.54007829464102e-44,0.255596030817593,0.201,0.076,4.45859943058338e-40,"1","Steap3"
"Cd59a",4.16262491387116e-44,0.328510320555619,0.458,0.276,7.30665551131805e-40,"1","Cd59a"
"Laptm4a",6.68980595586518e-44,0.272416825102603,0.99,0.936,1.17426163943302e-39,"1","Laptm4a"
"Smim1",6.98369766085876e-44,0.331486750874361,0.722,0.529,1.22584845041054e-39,"1","Smim1"
"Abca8a",9.67811437373387e-44,0.318417365542923,0.767,0.557,1.69879941602151e-39,"1","Abca8a"
"Sdc2",1.13298590844775e-43,0.34423839153393,0.883,0.716,1.98873016509834e-39,"1","Sdc2"
"Nenf",1.15170471168006e-43,0.295319152444621,0.953,0.873,2.02158728041202e-39,"1","Nenf"
"Col5a2",2.56763469815216e-43,0.322534680676868,0.953,0.793,4.50696918566649e-39,"1","Col5a2"
