"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tm4sf1",8.63018352435878e-109,1.25000871359334,0.776,0.218,1.5148561140307e-104
"Fxyd5",5.48932353283082e-96,1.24181053536111,0.824,0.365,9.63540959717794e-92
"Cd63",1.2972738377844e-146,1.1982146761858,0.994,0.956,2.27710476746295e-142
"Ctsk",1.19751784498459e-95,1.19662063958032,0.871,0.418,2.10200307330145e-91
"Sdc1",3.80264554999801e-127,1.18699292933583,0.622,0.063,6.67478373391152e-123
"Col4a1",1.13340726571311e-116,1.18684171474586,1,0.921,1.98946977350622e-112
"Fat1",5.47247800076456e-104,1.18358910061324,0.624,0.116,9.60584063474203e-100
"F2r",2.31903565119842e-95,1.17967988222273,0.939,0.582,4.07060327854858e-91
"Mrc2",3.34577452305173e-99,1.17218965219492,0.852,0.331,5.8728380203127e-95
"Lmcd1",4.63414060854115e-109,1.16905830046977,0.49,0.021,8.13430701017229e-105
"Ccn2",2.00104947028908e-52,1.16810796558743,0.843,0.44,3.51244213519842e-48
"Fhl2",9.96447210291e-90,1.16321154395502,0.734,0.225,1.74906378822379e-85
"Fstl1",2.41887631819655e-111,1.15278536170399,0.989,0.818,4.2458536013304e-107
"Ptprb",3.81079933157919e-124,1.15257103608603,0.558,0.033,6.68909606672096e-120
"Mtus2",1.14907952691223e-107,1.14754055180388,0.607,0.091,2.01697929358903e-103
"Unc5b",7.36167689489695e-87,1.12016186845486,0.892,0.434,1.29219514536126e-82
"Cdkn2a",1.46020937624901e-67,1.11368308613994,0.414,0.057,2.56310551812988e-63
"Pdgfrl",9.72128915363886e-77,1.10532820093533,0.717,0.254,1.70637788513823e-72
"Enpp1",6.06546996333132e-108,1.1029819446453,0.66,0.127,1.06467194266355e-103
"Gpm6b",9.24373746189241e-96,1.10038458952911,0.751,0.222,1.62255323668597e-91
"Tnfaip2",4.04049979357458e-94,1.09906032465891,0.668,0.155,7.09228928766147e-90
"Col6a2",3.61189819411151e-81,1.09723216187261,0.901,0.494,6.33996490012393e-77
"Pycard",1.37635549186257e-57,1.08255671475801,0.685,0.301,2.41591679486637e-53
"Tmsb4x",1.97224378131235e-118,1.08017982065463,0.998,0.998,3.46187950933756e-114
"Tubb5",2.58047711263773e-96,1.07582843213791,0.983,0.799,4.52951147581301e-92
"Gfra2",3.68667991072903e-115,1.0716911222956,0.6,0.072,6.47122924730266e-111
"Gas6",7.06202204294275e-89,1.06877622145512,0.679,0.15,1.23959672919774e-84
"Acta2",6.24303840725291e-44,1.05486588167824,0.528,0.191,1.0958405316251e-39
"Gsn",1.40458922573546e-63,1.05452344999919,0.968,0.704,2.46547546793345e-59
"Nme2",4.58370821642788e-125,1.05243849012743,0.994,0.942,8.04578303229585e-121
"Itgbl1",4.54706318333829e-86,1.04790428749335,0.499,0.067,7.9814600057137e-82
"S100a4",2.27346030169684e-74,1.04642278771294,0.368,0.022,3.99060486756846e-70
"Sh3bgrl3",3.19959259631767e-80,1.04618911013653,0.894,0.527,5.61624488431641e-76
"Cyb5r3",4.86735147217392e-84,1.04060563674669,0.879,0.458,8.54366203910688e-80
"Hspb1",2.36819869661737e-30,1.03469018681886,0.706,0.424,4.15689917217246e-26
"Ch25h",6.83099740400405e-56,1.02440093106136,0.381,0.064,1.19904497432483e-51
"Phlda3",8.68850211347231e-79,1.01058377812058,0.892,0.503,1.5250927759778e-74
"Hivep3",1.65615613427107e-92,0.997082634181339,0.653,0.148,2.907050862486e-88
"Serpinh1",8.3289596178463e-127,0.996928034937241,0.998,0.978,1.46198228172056e-122
"Dap",4.43920374956751e-78,0.992574881993708,0.803,0.37,7.79213434161585e-74
"Ncam1",1.17842662528458e-84,0.991688104283754,0.584,0.119,2.06849225536201e-80
"Syn3",4.3775826779657e-100,0.985322054347825,0.63,0.119,7.68397087463319e-96
"Col6a6",4.72830303317421e-80,0.983323724485651,0.472,0.06,8.29959031413069e-76
"Tgfb3",1.41046049891742e-98,0.983166275931335,0.657,0.135,2.47578131374974e-94
"Thbs4",2.99750259434676e-48,0.970175466142027,0.222,0.005,5.26151630385686e-44
"Col6a5",5.98407469988701e-60,0.957072525750989,0.361,0.042,1.05038463207117e-55
"Ybx3",7.27866354720935e-86,0.956696700115296,0.941,0.692,1.27762381244166e-81
"Crlf1",3.14547339639015e-73,0.95624808254569,0.315,0.003,5.52124945268363e-69
"Cotl1",2.53697764301435e-71,0.955641672550384,0.706,0.27,4.4531568567831e-67
"Col6a1",1.5237866480616e-66,0.954585156723935,0.945,0.684,2.67470270334253e-62
"Cavin3",1.09910182211491e-70,0.950636106155811,0.824,0.412,1.92925342835829e-66
"Cyp2e1",4.60465013574569e-55,0.942558368576587,0.592,0.181,8.08254238327441e-51
"Ostc",1.27417111665123e-85,0.942510484889691,0.96,0.685,2.2365525610579e-81
"Tgfb1",9.56432528039411e-52,0.940655878877922,0.782,0.445,1.67882601646758e-47
"Il34",9.97332076521813e-52,0.939542767461534,0.791,0.441,1.75061699391874e-47
"Micos10",8.70257266486399e-86,0.937226002372816,0.934,0.657,1.52756257986358e-81
"Arpc2",1.67109813621662e-91,0.931914859552339,0.979,0.835,2.93327855850104e-87
"Ptgfrn",4.57394309574291e-71,0.93165494374134,0.736,0.27,8.02864231595753e-67
"Mxra7",8.02494749896016e-81,0.930227112227001,0.964,0.713,1.40861903449248e-76
"Gng11",2.45617373201526e-63,0.92918690864955,0.928,0.638,4.31132175180639e-59
"Lmna",1.34898528210609e-77,0.925170154358424,0.932,0.647,2.36787386568081e-73
"Aebp1",7.65460223558476e-70,0.922450794747527,0.829,0.372,1.34361233041219e-65
"Nudt4",1.08729065451853e-61,0.922413377192918,0.801,0.389,1.90852128587637e-57
"Nav1",1.64466692735413e-64,0.917286194520184,0.81,0.388,2.8868838575847e-60
"Plxdc2",2.65320669941373e-66,0.916431958315088,0.812,0.367,4.65717371948092e-62
"Cpxm1",2.28782306949362e-44,0.914596826533009,0.861,0.567,4.01581583388215e-40
"Smco4",5.68593561044161e-77,0.913711475042669,0.681,0.226,9.98052277700815e-73
"Arf5",2.95326039802182e-108,0.912941896905078,0.989,0.892,5.1838579766477e-104
"Mmp2",6.85524239105512e-54,0.904026305563817,0.843,0.445,1.20330069690191e-49
"Pls3",1.37310417862983e-48,0.897850381779856,0.769,0.447,2.41020976474895e-44
"Ahnak2",3.34837731692882e-95,0.897305953452687,0.579,0.097,5.87740670440516e-91
"Ak1",4.26598186072402e-96,0.895998032925475,0.6,0.108,7.48807796012887e-92
"Smoc2",1.76094473907479e-33,0.890853809438125,0.825,0.591,3.09098630049797e-29
"Actn1",1.34088522558432e-61,0.879489868731235,0.869,0.509,2.35365583646816e-57
"Emp3",1.85411579394024e-71,0.879047530620428,0.975,0.861,3.2545294531033e-67
"Atp5g1",2.59023822284181e-79,0.871633700525862,0.958,0.776,4.54664515255424e-75
"Sparc",4.05880587585734e-106,0.870358987873219,1,0.998,7.1244219538924e-102
"Nme1",1.77665997739736e-68,0.863559145555261,0.882,0.577,3.11857125832559e-64
"Piezo2",4.79328981146225e-68,0.862735753351236,0.588,0.152,8.41366160605969e-64
"Igfbp4",4.48573595418758e-41,0.858881483456014,0.92,0.725,7.87381232038545e-37
"S100a13",2.09554297415921e-60,0.856414404691265,0.875,0.552,3.67830658254166e-56
"Serpini1",3.33827271191879e-68,0.855286114228982,0.564,0.149,5.85967009123105e-64
"Mmp14",2.99035188532191e-58,0.847019649635702,0.746,0.332,5.24896466430555e-54
"Tmed3",5.07654077169612e-69,0.846935799097158,0.928,0.649,8.91085201655819e-65
"Ssr2",7.36369015968309e-64,0.845109467727492,0.918,0.641,1.29254853372917e-59
"C1qtnf7",2.48266354158783e-47,0.832715930884487,0.767,0.428,4.35781931454912e-43
"Lox",1.042587537929e-67,0.832588251717801,0.567,0.148,1.83005390532677e-63
"Nrep",7.34927814784571e-73,0.830518628631085,0.497,0.093,1.29001879329136e-68
"Mgll",4.25328830416946e-42,0.827865740902497,0.562,0.231,7.46579696030866e-38
"Adarb1",4.26123300984095e-77,0.826504524478779,0.558,0.123,7.47974230217382e-73
"Aprt",6.44158895873544e-65,0.824917760990665,0.886,0.559,1.13069210992683e-60
"Bdnf",9.6594786955029e-26,0.819061760140324,0.298,0.089,1.69552829542162e-21
"Bicc1",2.72108158412857e-57,0.815637547101131,0.926,0.58,4.77631450462088e-53
"Pdzrn3",1.51046932060504e-69,0.815126925037987,0.689,0.242,2.65132679845803e-65
"Tnfrsf12a",1.58306575779376e-65,0.814453850850208,0.493,0.105,2.77875532465538e-61
"Myl6",2.73577182749816e-90,0.810856899395715,0.994,0.989,4.80210028880752e-86
"Cx3cl1",1.56235766132294e-54,0.81028005538828,0.598,0.205,2.74240640292015e-50
"Kdelr3",2.02069157424147e-64,0.808254397636952,0.649,0.216,3.54691992026605e-60
"Fkbp11",2.31609175140392e-79,0.806380236998187,0.484,0.071,4.0654358512393e-75
"Ckap4",7.79540999934504e-53,0.804127215285959,0.85,0.52,1.36832831718504e-48
"Smdt1",1.28510920990158e-69,0.802764292386875,0.949,0.781,2.25575219614024e-65
"Ecscr",5.48973064592098e-54,0.800406468079536,0.879,0.562,9.63612420278509e-50
"Ctsd",7.11500611613096e-56,0.79957521935331,0.953,0.761,1.24889702356447e-51
"Akr1b8",2.15211564428556e-61,0.795112768883188,0.577,0.18,3.77760859041445e-57
"Ssr4",5.21188850733762e-79,0.792654799903879,0.972,0.874,9.14842789692972e-75
"Myof",7.05779355219494e-62,0.792654176204507,0.657,0.246,1.23885450221678e-57
"Ccdc80",2.2765330698311e-54,0.79166268659878,0.989,0.901,3.99599849747453e-50
"Sec61b",1.01434146738617e-60,0.785526054645882,0.945,0.792,1.78047357770295e-56
"Cd248",1.00412878703811e-45,0.78177719490758,0.569,0.225,1.76254725988799e-41
"Wwtr1",4.38856249776641e-54,0.781699814065445,0.806,0.438,7.70324375232938e-50
"Mxra8",3.24779527847904e-63,0.781130826991707,0.972,0.821,5.70085505231425e-59
"H2afj",1.27386137229658e-57,0.780544255676733,0.922,0.701,2.23600886679219e-53
"Wls",2.97427485708464e-51,0.778956592548606,0.918,0.656,5.22074465664067e-47
"Smim3",2.9291213884428e-74,0.778336023653347,0.51,0.095,5.14148677313365e-70
"Arpc1b",2.41390194733878e-70,0.77797299988014,0.964,0.849,4.23712208816376e-66
"Clmp",6.0071280505687e-62,0.77645971952176,0.588,0.17,1.05443118671632e-57
"Thbs1",1.96957206193844e-24,0.772475370041624,0.744,0.465,3.45718984032054e-20
"Myo1d",9.82090511769996e-67,0.769886364443132,0.605,0.185,1.72386347530987e-62
"Lum",1.8661152089829e-54,0.768295976792898,0.972,0.944,3.27559202632769e-50
"Tuba1a",4.14401071458133e-53,0.76216028387889,0.97,0.895,7.27398200730461e-49
"Abca8a",2.31955947334505e-43,0.76138910859661,0.694,0.324,4.07152274356257e-39
"Mical2",7.62974236867539e-68,0.759575320152567,0.509,0.111,1.33924867797359e-63
"Fam20c",2.12745089572363e-84,0.759332529040665,0.472,0.055,3.73431455726369e-80
"Gas7",3.26148386802816e-85,0.758399779965415,0.461,0.05,5.72488263354983e-81
"Sigmar1",2.12813094929696e-49,0.754486137114092,0.607,0.241,3.73550825530096e-45
"Vim",3.10405415444556e-73,0.754381618478661,0.996,0.975,5.44854625729829e-69
"Gpr153",1.00069926637073e-64,0.751368969583602,0.666,0.229,1.75652742226055e-60
"Fam180a",4.81536455926269e-42,0.748261176586247,0.488,0.166,8.4524094108738e-38
"Ppfibp1",1.27337472988877e-59,0.747428629069412,0.617,0.205,2.23515466337375e-55
"Ier3ip1",1.59749869716294e-49,0.74463463092454,0.839,0.516,2.80408946313011e-45
"Col5a3",4.15531328167886e-58,0.744039725656819,0.497,0.125,7.2938214033309e-54
"Plpp1",9.27273626990628e-46,0.740485813079167,0.772,0.401,1.62764339745665e-41
"Plec",4.69202054689955e-48,0.733154924232583,0.662,0.31,8.23590366597278e-44
"Creg1",1.52476381997898e-47,0.733023952180867,0.935,0.687,2.6764179332091e-43
"Ank",7.08007235562742e-69,0.731415303158269,0.467,0.086,1.24276510058328e-64
"Rapgef4",2.00508018810027e-83,0.72846063890717,0.398,0.023,3.51951725417241e-79
"Vdac2",1.08401146348636e-46,0.728413902317473,0.917,0.739,1.9027653218576e-42
"Prrx1",3.04029193448466e-59,0.726705553006235,0.581,0.171,5.33662443260092e-55
"Phldb2",4.78120237392449e-56,0.726444817124264,0.615,0.209,8.39244452694965e-52
"Krtcap2",2.13891362751086e-61,0.722480757917353,0.958,0.784,3.7544350903698e-57
"Npdc1",9.90280131618661e-52,0.719952925245177,0.896,0.609,1.73823871503023e-47
"Igfbp7",4.52259217418059e-126,0.717662831868751,1,1,7.93850604333918e-122
"Rftn1",2.07906041485251e-62,0.716500054446185,0.497,0.116,3.6493747461906e-58
"Pdia6",1.84434532480867e-58,0.715499952884857,0.975,0.862,3.23737934863667e-54
"Dad1",3.47151402038098e-67,0.715001123493436,0.983,0.852,6.09354855997473e-63
"Abracl",2.19701311688763e-50,0.71032515708526,0.755,0.386,3.85641712407285e-46
"Tagln2",4.90940092550722e-58,0.709258670658692,0.983,0.913,8.61747144454282e-54
"Tmed9",2.29139670880159e-66,0.707494362368747,0.956,0.85,4.02208864295944e-62
"Svbp",2.75438543994378e-45,0.704453120805947,0.831,0.51,4.83477276273331e-41
"Pmp22",4.69083080784736e-43,0.70318091734109,0.854,0.514,8.23381531701447e-39
"Tmem167",8.36582203659998e-50,0.699668531821828,0.873,0.604,1.46845274208439e-45
"Igf1",6.0355979124373e-42,0.699074597944484,0.533,0.19,1.05942850157012e-37
"Map1b",3.07218315335693e-66,0.697078992373297,0.417,0.059,5.39260308908742e-62
"C1qtnf6",8.29670957988267e-42,0.694971720126038,0.622,0.272,1.45632143255681e-37
"Pmepa1",3.28911519175368e-51,0.69028302413802,0.994,0.889,5.77338389608524e-47
"S100a1",2.68973985020593e-45,0.688117241763497,0.702,0.336,4.72130035906647e-41
"Pi16",1.32533727716185e-36,0.687133003061152,0.157,0,2.32636452260219e-32
"Col4a4",1.53363741308252e-64,0.686647705902625,0.402,0.058,2.69199375118375e-60
"Scml4",3.3274829183302e-62,0.686017730743323,0.408,0.067,5.84073076654499e-58
"Sfrp1",2.14331576738905e-55,0.685266979664745,0.336,0.04,3.762162166498e-51
"Cemip2",3.5216482942763e-61,0.684828179511952,0.406,0.063,6.18154925094319e-57
"Copz2",1.37167624499445e-43,0.680820079622413,0.698,0.342,2.40770331283875e-39
"Chpf",1.34118235646123e-42,0.680754773105506,0.736,0.377,2.3541773902964e-38
"Reep5",3.98126963984048e-49,0.679146121932171,0.913,0.672,6.988322598812e-45
"Vamp5",2.33561008040215e-39,0.678048109789727,0.676,0.34,4.0996963741299e-35
"Tmed2",1.04262695637055e-55,0.674870862240736,0.972,0.845,1.83012309651722e-51
"Art4",7.50978753819597e-31,0.672861215563755,0.797,0.542,1.31819300657954e-26
"Rplp0",7.22250596745188e-85,0.666719402655812,0.998,0.999,1.26776647246683e-80
"Csrp2",5.44092033578242e-21,0.665411112902989,0.854,0.684,9.55044746539888e-17
"Ccn4",1.32083794512285e-44,0.664882466547336,0.643,0.275,2.31846684507415e-40
"Fkbp1a",3.28284227992986e-46,0.664738596626745,0.918,0.782,5.76237305396088e-42
"Tmem200a",2.22788306862521e-61,0.662352931527571,0.387,0.057,3.91060315035782e-57
"Sec61g",2.38527703382876e-54,0.658970105647892,0.97,0.901,4.18687677747963e-50
"Clec11a",3.37477518898535e-35,0.658694265139445,0.622,0.304,5.92374288922599e-31
"Serpinf1",1.26353217069265e-31,0.654679419239652,0.218,0.032,2.21787801921682e-27
"Lamtor1",7.63674640208004e-41,0.653044208446391,0.751,0.432,1.34047809595711e-36
"Reep3",3.72189790901002e-35,0.649252075365369,0.717,0.396,6.53304739968528e-31
"Gapdh",2.55019101920913e-50,0.649190514294235,0.972,0.885,4.47635029601779e-46
"Fgl2",5.44250018177913e-30,0.648545812051402,0.23,0.042,9.5532205690769e-26
"Twsg1",2.58024554747812e-34,0.647189214647957,0.729,0.411,4.52910500948834e-30
"Aoah",3.08999991864871e-51,0.647033946557616,0.343,0.054,5.42387685720409e-47
"Tspo",1.66962894182618e-62,0.639858879205329,0.996,0.974,2.9306996815875e-58
"Ccl19",6.7355341443247e-11,0.63964424080976,0.786,0.684,1.18228830835332e-06
"Ifi27",1.36999493333134e-52,0.639240373659566,0.968,0.819,2.4047521064765e-48
"Rps2",5.55591247491377e-88,0.637365992347313,0.998,0.992,9.75229316721613e-84
"Cstb",1.62437426659958e-37,0.635739359702525,0.814,0.548,2.85126415016225e-33
"Cdkn2b",5.83360795074391e-54,0.634018443649557,0.372,0.062,1.02397320359408e-49
"Ctsz",1.42402200502268e-51,0.633775295401629,0.987,0.863,2.49958582541631e-47
"Cck",2.68877288019039e-35,0.626994671751301,0.197,0.017,4.71960303659819e-31
"Kif26b",1.1725825484789e-59,0.625307326970219,0.351,0.042,2.05823414734501e-55
"Ppa1",3.90029570483759e-50,0.624406495662392,0.539,0.173,6.84618905070142e-46
"Uqcc2",6.62578960258952e-36,0.622222491570877,0.786,0.481,1.16302484894254e-31
"Snhg18",1.58734246804859e-44,0.62165220184079,0.93,0.708,2.78626223416568e-40
"Bpgm",9.0249419442959e-46,0.61978554797849,0.412,0.102,1.58414805948226e-41
"Neo1",3.44440145944252e-41,0.619589027368352,0.584,0.239,6.04595788175946e-37
"Lbp",9.27321422957765e-44,0.619558816879325,0.3,0.048,1.62772729371777e-39
"Rhoj",2.41301895110108e-30,0.619209235015802,0.759,0.493,4.23557216486772e-26
"Spcs3",1.11007577102373e-41,0.619119383603154,0.546,0.204,1.94851600087795e-37
"Ppp1r14b",1.31756092546864e-38,0.619088547882009,0.835,0.57,2.3127146924751e-34
"Htra3",5.91066504563065e-26,0.61868603321101,0.552,0.274,1.03749903545955e-21
"Sesn3",1.34954370136363e-40,0.618514049020834,0.465,0.157,2.36885405900357e-36
"Selenof",3.60207124454121e-63,0.618468854384715,0.985,0.949,6.32271565554319e-59
"Ntrk3",9.74458116487633e-56,0.618105529246153,0.342,0.046,1.71046633187074e-51
"Fblim1",1.80488152846708e-39,0.617379391457315,0.721,0.357,3.16810854691826e-35
"Pdgfa",2.88314064607698e-31,0.616312444574998,0.592,0.294,5.06077677605893e-27
"Gpc1",8.14392966824777e-55,0.61399659127315,0.364,0.053,1.42950397466753e-50
"Ap3s1",1.7157367937249e-35,0.610702365207683,0.685,0.353,3.01163279402532e-31
"Tmem258",1.75931210186674e-40,0.610695619859775,0.888,0.694,3.0881205324067e-36
"Axl",3.37924435783238e-37,0.609269144047091,0.746,0.404,5.93158762130318e-33
"Olfml3",1.23381780052072e-38,0.607845183861047,0.958,0.835,2.16572038525402e-34
"Bhlhe40",1.87199109548739e-19,0.605893306222083,0.698,0.459,3.28590596990902e-15
"Zfp706",3.21080496656323e-32,0.605432618326643,0.833,0.595,5.63592595780844e-28
"Lsp1",4.05231874207179e-58,0.604240176738151,0.328,0.033,7.11303508795861e-54
"Ptpn1",7.12500916785143e-31,0.602026044347355,0.712,0.423,1.25065285923296e-26
"Adamtsl2",3.89173648389227e-30,0.600954748100506,0.911,0.619,6.83116505017609e-26
"Gpbar1",1.16673290214073e-76,0.600900428879129,0.366,0.019,2.04796626312762e-72
"Selenom",1.82968838474511e-57,0.600453083913025,0.977,0.931,3.21165202174308e-53
"Vcan",1.5293135531338e-41,0.600111555065125,0.364,0.088,2.68440407981576e-37
"Sh3pxd2b",1.63040924269122e-46,0.598913846620104,0.383,0.088,2.8618573436959e-42
"Fgf18",1.27968547477705e-50,0.598133312973783,0.271,0.021,2.24623191387615e-46
"Adprh",1.6793927604837e-33,0.597420063646531,0.753,0.423,2.94783811247705e-29
"Scpep1",1.23926337338871e-45,0.59309964488821,0.522,0.171,2.1752789993092e-41
"Pdgfrb",6.42574112170872e-32,0.592692887406238,0.968,0.844,1.12791033909353e-27
"Cmklr1",1.05403705768162e-70,0.591266686102858,0.349,0.021,1.85015124734855e-66
"Atp5e",8.80079716029353e-57,0.590291633308895,0.985,0.966,1.54480392554632e-52
"Fmnl3",6.0680858828204e-46,0.590251950173222,0.528,0.175,1.06513111501147e-41
"Spon1",3.11159431217422e-46,0.588677861520496,0.315,0.047,5.4617814961594e-42
"Gabarap",5.00584589172147e-48,0.586092519005944,0.968,0.904,8.7867612937387e-44
"Dnajb11",6.55114020140276e-34,0.58549265241919,0.755,0.452,1.14992163955223e-29
"Atp5o",2.84890308022379e-34,0.585217591217723,0.795,0.505,5.00067957671682e-30
"Serf2",5.07938231998051e-62,0.584874570271336,0.992,0.991,8.91583978626179e-58
"Prdx2",1.01074980384642e-51,0.583976855686667,0.973,0.889,1.77416913069162e-47
"Tsc22d3",2.80458622887794e-38,0.583476637237267,0.488,0.178,4.92289020754945e-34
"Tpm4",3.21311048947548e-36,0.580574425332265,0.937,0.781,5.6399728421763e-32
"Nfasc",1.09158414466176e-52,0.580377010310312,0.287,0.024,1.91605764912479e-48
"Slc8a1",3.17877569661194e-50,0.57935252055944,0.398,0.09,5.57970498026295e-46
"Ndufb2",6.42919294329736e-35,0.577178635935029,0.837,0.602,1.12851623733699e-30
"Slco2a1",1.64502398922844e-60,0.576624342103383,0.271,0.005,2.88751060829268e-56
"Erp29",8.17728369883014e-38,0.573858359375825,0.928,0.742,1.43535860765565e-33
