"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Hmgn1",4.20256756880123e-39,0.57267704055137,0.945,0.822,7.3767668535168e-35
"Ndufa13",8.11862151501973e-55,0.572540693700288,0.983,0.902,1.42506163453141e-50
"Fstl3",3.34493675865741e-62,0.570977497221075,0.351,0.035,5.87136749247135e-58
"Slc39a1",3.43388242885159e-27,0.565586396874641,0.786,0.507,6.02749382736319e-23
"Cfh",1.8721308164719e-36,0.565317299451493,0.996,0.966,3.28615122215313e-32
"Akap13",3.75857131690471e-32,0.564877587686674,0.626,0.317,6.59742023256284e-28
"Ppib",8.8746302105951e-71,0.563737780279044,0.994,0.977,1.55776384086576e-66
"Pde2a",1.56683709277111e-68,0.561511538250296,0.324,0.014,2.75026914894112e-64
"Dnajc10",1.55863914661018e-27,0.561211150774061,0.666,0.377,2.73587929404484e-23
"B4galt5",2.3528536580564e-35,0.561124458367782,0.402,0.129,4.1299640259864e-31
"Inppl1",2.00662974636708e-36,0.561019798502933,0.476,0.178,3.52223719379813e-32
"Nradd",3.34340153211705e-37,0.560859869684442,0.531,0.21,5.86867270932506e-33
"Mrpl33",1.65938607429293e-34,0.558510631404389,0.898,0.681,2.91272037620639e-30
"Cd74",3.04302083145722e-27,0.556938762294949,0.207,0.035,5.34141446545685e-23
"Ndufa11",1.26147098798131e-36,0.554398140437598,0.907,0.745,2.21426002520359e-32
"Fam20a",1.31187409959738e-59,0.554386246071735,0.336,0.033,2.30273260702328e-55
"Anxa5",2.01566400827712e-46,0.553713976074392,0.983,0.916,3.53809503372882e-42
"Eif5a",2.66214452138126e-41,0.552990567273355,0.972,0.913,4.67286227838052e-37
"Nrp1",1.122506655931e-24,0.55115934141807,0.63,0.343,1.97033593315568e-20
"Chst11",2.41439071734454e-50,0.549976082016595,0.347,0.058,4.23798002615488e-46
"Dynll1",6.01110239361193e-34,0.549281367110633,0.966,0.925,1.0551288031507e-29
"Tram1",1.32124417625366e-29,0.54927707723349,0.751,0.456,2.31917990257804e-25
"Cnpy2",2.02502183784739e-35,0.54870259915437,0.905,0.698,3.55452083197352e-31
"Hdlbp",1.84879499204803e-27,0.547283667165212,0.841,0.618,3.2451898495419e-23
"Vat1",1.89867881764323e-33,0.547166213206173,0.546,0.244,3.33275092860916e-29
"Apbb1ip",2.22635620025886e-59,0.546158730107643,0.306,0.021,3.90792303831438e-55
"Sec11a",5.15598288410038e-34,0.544512891397291,0.882,0.644,9.0502967564614e-30
"Rasl11b",1.08750085773711e-34,0.543653533740701,0.414,0.133,1.90889025558595e-30
"Igf2r",4.73737456660343e-42,0.542636096685956,0.435,0.127,8.315513576759e-38
"Ldha",1.0644176354532e-35,0.541832925713707,0.958,0.855,1.868372275511e-31
"Iqgap1",6.4934672184852e-27,0.541542876993198,0.805,0.536,1.13979830086071e-22
"Rpl41",3.87764934519377e-77,0.538822594790932,0.998,0.999,6.80643789561862e-73
"2900026A02Rik",1.85260660619625e-51,0.536796811510573,0.321,0.041,3.25188037585628e-47
"Sphk1",1.19990121198256e-48,0.534208199442645,0.378,0.078,2.10618659739299e-44
"Gtf3c4",1.59627313186855e-48,0.534144749906844,0.402,0.089,2.80193822836887e-44
"Chst2",6.74179356430207e-33,0.531856128517161,0.4,0.14,1.18338702434194e-28
"Lhfpl2",1.92761389449414e-33,0.529788071741571,0.518,0.217,3.38354066900556e-29
"Cox5a",2.20374943841274e-33,0.527785760104618,0.882,0.661,3.86824138924589e-29
"Cox5b",7.86135223494712e-35,0.527747553941533,0.92,0.778,1.37990315780027e-30
"Psmb5",6.69964483453738e-34,0.526935483652543,0.901,0.692,1.17598865780635e-29
"Tspan3",9.80011719242923e-32,0.526723538215248,0.909,0.68,1.7202145707871e-27
"Pla2g4a",6.92831477537395e-53,0.52475317326291,0.353,0.054,1.21612709252139e-48
"Plp2",5.75493653271903e-41,0.524731929217065,0.406,0.111,1.01016400958817e-36
"Anxa2",9.06085893663026e-32,0.524042647501759,0.975,0.954,1.59045256914671e-27
"Fam3c",8.75174476438304e-30,0.521566337297334,0.613,0.313,1.53619375849215e-25
"Mindy2",9.52732541500593e-27,0.519780728987328,0.615,0.332,1.67233143009599e-22
"Copb2",8.94118833012766e-27,0.518990423653584,0.763,0.483,1.56944678758731e-22
"Fkbp10",7.16880141392969e-23,0.518934312648454,0.584,0.327,1.25833971218708e-18
"Tmem208",3.10641759465699e-31,0.51718011282173,0.74,0.415,5.45269480390142e-27
"Cryzl2",3.67298969226919e-42,0.516626153584201,0.408,0.109,6.44719880684011e-38
"Litaf",7.98165920989453e-28,0.516027637045812,0.799,0.553,1.40102064111279e-23
"Tmem256",1.95870665955309e-27,0.515977374829354,0.812,0.569,3.43811779951354e-23
"Gm49708",4.43837328714754e-38,0.515967416548558,0.364,0.094,7.79067663093008e-34
"Naxd",2.1351314273609e-30,0.515719486632947,0.712,0.39,3.74779619444659e-26
"Ybx1",6.01393691109841e-37,0.515490933453386,0.964,0.919,1.0556263460051e-32
"Manf",1.33300127386776e-22,0.513790984932781,0.903,0.762,2.33981713602008e-18
"Sptbn1",1.28699214927374e-25,0.512659681706928,0.979,0.869,2.2590573196202e-21
"Mast4",1.4051216308443e-26,0.511001944930759,0.554,0.276,2.466409998621e-22
"Pdia3",4.19760797144192e-31,0.50912019183082,0.975,0.868,7.368061272272e-27
"Svep1",1.78711573492732e-30,0.508622089676877,0.476,0.184,3.13692424951792e-26
"Rps27l",2.44861766695879e-31,0.507980089262875,0.907,0.82,4.29805859081276e-27
"Ltbp3",6.75940262104718e-26,0.507111123025061,0.655,0.379,1.18647794207241e-21
"Rab6b",5.98621272371752e-38,0.506050169904936,0.406,0.116,1.05075991939414e-33
"Slc39a14",1.31197976245261e-37,0.5044039522339,0.306,0.063,2.30291807703306e-33
"Cyth3",1.163225871306e-25,0.504033780268752,0.685,0.383,2.04181037190342e-21
"Micos13",2.124207384841e-29,0.50255989058596,0.877,0.645,3.7286212226114e-25
"Cmpk1",1.44846507935101e-29,0.502383918329905,0.59,0.292,2.54249075378482e-25
"Shc4",1.01677488739337e-57,0.500652929485994,0.321,0.031,1.78474495984159e-53
"Eid1",2.62932893499975e-25,0.500398402811724,0.928,0.775,4.61526107960506e-21
"Heyl",7.18188029156104e-22,0.499096263860511,0.632,0.362,1.26063544757771e-17
"Sspn",2.1318446294941e-29,0.497255928669344,0.442,0.177,3.74202687815099e-25
"Cspg4",1.06102766147804e-48,0.497231652501378,0.218,0.003,1.8624218541924e-44
"Pkm",2.46591808509421e-25,0.497151195635109,0.913,0.694,4.32842601476586e-21
"Rab31",4.96038258966164e-22,0.495960393950449,0.655,0.412,8.70695955963308e-18
"Sar1a",2.69838628317299e-27,0.495403333896587,0.806,0.532,4.73647744285354e-23
"Dclk1",1.03254122643927e-48,0.49529125127937,0.285,0.028,1.81241961476886e-44
"Efhd2",1.53414152980565e-31,0.495018991574344,0.526,0.225,2.69287862726785e-27
"Slc25a5",2.57042880758169e-23,0.49458480237093,0.913,0.752,4.51187368594814e-19
"Rcn3",5.72198947028435e-29,0.494368537493653,0.958,0.851,1.00438081171901e-24
"Gnb4",2.68563805431197e-23,0.494015123696959,0.808,0.568,4.7141004767338e-19
"Atxn10",2.78355676265311e-25,0.493368101287826,0.668,0.39,4.88597718548501e-21
"Leprot",1.4049063536229e-25,0.492529137301416,0.736,0.442,2.46603212251427e-21
"Ifi30",1.36155805833719e-28,0.492123984133882,0.455,0.193,2.38994285979926e-24
"Lama2",1.21437203082269e-27,0.49209977519358,0.681,0.371,2.13158722570307e-23
"Hpcal1",3.04713342270151e-30,0.491176544710992,0.491,0.201,5.34863329686795e-26
"Slc16a2",2.07939536940128e-35,0.491100055426681,0.467,0.172,3.64996269191006e-31
"Bcl7c",8.54660207302354e-27,0.490927497640523,0.685,0.397,1.50018506187782e-22
"Rgs3",1.25882331369907e-30,0.490690034066451,0.465,0.182,2.20961256253598e-26
"Cyp7b1",1.80164575224471e-45,0.490227985880149,0.285,0.035,3.16242878891514e-41
"Ltbp4",2.78249158383694e-26,0.489925655923335,0.985,0.879,4.88410747710898e-22
"Atp5f1",8.69084887444788e-34,0.489420773153214,0.939,0.781,1.52550470293184e-29
"Igsf3",7.85880145133926e-45,0.489315080051411,0.336,0.063,1.37945541875358e-40
"Trim47",1.29744768450982e-23,0.488304592377963,0.624,0.36,2.27740992062008e-19
"P3h4",1.58418700761617e-27,0.488237095289495,0.602,0.306,2.78072345446866e-23
"Flrt2",1.05820184766478e-37,0.486232442222252,0.235,0.027,1.85746170320599e-33
"Aopep",2.62023186870407e-23,0.485106546460503,0.594,0.34,4.59929299913625e-19
"Hcfc1r1",8.50546312760815e-20,0.484603504860119,0.755,0.552,1.49296394278906e-15
"Mpg",9.23295975088447e-27,0.483188590449136,0.516,0.252,1.62066142507275e-22
"Yif1b",8.66029548640632e-30,0.482731378948013,0.704,0.385,1.5201416667289e-25
"Snx3",1.20437961503547e-25,0.482536059005267,0.846,0.644,2.11404753827176e-21
"Tmem45a",5.55102765901087e-43,0.481539361998496,0.406,0.105,9.74371884986179e-39
"Mrpl52",4.46609277446845e-32,0.478922612586866,0.962,0.844,7.83933264702447e-28
"Cope",2.12424725364366e-26,0.477740086310264,0.856,0.659,3.72869120432072e-22
"Antxr1",1.73441281702424e-23,0.477404698196827,0.497,0.243,3.04441481772264e-19
"B3gnt9",1.47729777743192e-23,0.477285479086784,0.548,0.277,2.59310078872625e-19
"Gamt",2.79493623498952e-20,0.476897358051424,0.579,0.333,4.90595157327711e-16
"Nhp2",5.46829857487722e-30,0.476560335537137,0.543,0.249,9.59850448848198e-26
"Arap1",1.00177266141381e-31,0.475743175800771,0.482,0.19,1.75841155257966e-27
"Mrpl54",1.55964437205144e-26,0.475707943869719,0.643,0.36,2.73764376626189e-22
"Lrrn2",1.30667878834239e-53,0.475232678884833,0.271,0.016,2.29361327717739e-49
"Taf10",5.81040623667778e-24,0.474523326525867,0.753,0.519,1.01990060672405e-19
"Tcf4",8.59525503045861e-23,0.474187566668464,0.97,0.861,1.5087251154964e-18
"Ikbip",8.37527638270285e-23,0.473879952405941,0.731,0.46,1.47011226345583e-18
"D630003M21Rik",2.23246771950769e-49,0.473197798005896,0.279,0.026,3.91865058805185e-45
"Olfm2",3.24987371904284e-47,0.472936610868492,0.266,0.024,5.7045033390359e-43
"Tnnt2",7.6464763335853e-31,0.472607914118551,0.178,0.017,1.34218599083423e-26
"Mgst1",1.59737874996337e-29,0.472080986495435,0.393,0.138,2.80387891981071e-25
"Ranbp1",8.95024983290195e-24,0.468585263730967,0.806,0.57,1.57103735316928e-19
"Ndufv3",4.67925618028205e-24,0.467974547793219,0.814,0.603,8.21349837324908e-20
"Rhoc",2.93675707147924e-22,0.467451692534671,0.882,0.707,5.15488968756751e-18
"Yif1a",1.36047082945354e-25,0.467227756678291,0.575,0.296,2.3880344469398e-21
"Mydgf",4.30449057151679e-23,0.466869740360262,0.812,0.583,7.55567230018341e-19
"Pomp",2.01737937521179e-29,0.466564000063709,0.926,0.783,3.54110601730926e-25
"Ndufb11",3.36055766205489e-28,0.466047349792978,0.924,0.784,5.89878686420495e-24
"Tmed10",2.17828301127545e-29,0.464971574370666,0.964,0.83,3.8235401696918e-25
"Acvrl1",3.4509121307487e-43,0.46327804419366,0.288,0.043,6.05738606310319e-39
"Arl1",9.45618434910989e-27,0.46076981563512,0.892,0.685,1.65984403879926e-22
"Cox7c",4.37445249920428e-38,0.460710073098859,0.979,0.954,7.67847647185326e-34
"Gpx8",2.19992884740066e-21,0.460500781949383,0.763,0.514,3.86153510584237e-17
"Pi15",1.32296794816401e-21,0.459677035507049,0.302,0.106,2.32220563941229e-17
"Dbi",1.189989151008e-26,0.45653098574497,0.954,0.879,2.08878795676434e-22
"Ngef",1.92949644769752e-50,0.456350135497869,0.252,0.014,3.38684511464345e-46
"St6galnac4",8.78801520807945e-34,0.455989124830157,0.357,0.103,1.54256030947419e-29
"Golim4",1.99050140066632e-18,0.455108831033055,0.721,0.469,3.4939271085896e-14
"Ubl5",6.67405570609684e-24,0.454698755147367,0.892,0.758,1.17149699809118e-19
"Slc3a2",9.21909870767907e-21,0.45373635782749,0.602,0.344,1.61822839615891e-16
"Gcsh",7.3977503465312e-29,0.453695189612824,0.461,0.189,1.29852711832662e-24
"Npc2",2.56535049776213e-23,0.453038344489277,0.917,0.792,4.50295972872187e-19
"Cox7b",4.64789886631332e-23,0.45295633298884,0.843,0.643,8.15845688003976e-19
"Amn",8.63924291403057e-53,0.452605847037788,0.249,0.008,1.51644630869979e-48
"Arl6ip5",9.10581480299613e-25,0.451671949797136,0.721,0.439,1.59834367236991e-20
"Rhbdf1",2.40138159858738e-24,0.450978369097386,0.484,0.226,4.21514512000043e-20
"Selenos",1.0760530026682e-21,0.450915923318741,0.839,0.621,1.88879583558349e-17
"Lama4",3.83470807400753e-35,0.450810965064243,0.313,0.074,6.73106308230542e-31
"Elob",4.66327015609941e-45,0.450580708356334,0.992,0.974,8.1854381050013e-41
"Ppp1ca",5.4227439985523e-23,0.450437998439172,0.865,0.678,9.51854254065886e-19
"P4hb",2.67902327380191e-22,0.449800244266991,0.943,0.771,4.70248955250449e-18
"Lgi2",2.08265783615877e-31,0.448418345167374,0.298,0.076,3.65568929980948e-27
"Crlf2",1.03459837726655e-21,0.444521615295161,0.717,0.447,1.81603053161597e-17
"Trib2",4.16324634343964e-20,0.444000512620371,0.583,0.326,7.30774630663961e-16
"Txndc5",4.82373204289556e-21,0.443168939696676,0.822,0.585,8.46709685489458e-17
"Sec61a1",6.8553321535865e-21,0.443018254907466,0.634,0.381,1.20331645291904e-16
"Atp5j2",6.07531458764897e-34,0.44036123897444,0.951,0.896,1.06639996957002e-29
"Atpif1",9.79193801217954e-25,0.43989994853471,0.939,0.859,1.71877887927788e-20
"Psmb1",3.4501557016848e-27,0.439725117289589,0.93,0.778,6.05605830316733e-23
"Shisa5",2.3500190167598e-19,0.439303239479989,0.74,0.479,4.12498838011847e-15
"Fam129b",5.91417549843901e-25,0.439161617531928,0.537,0.262,1.038115225241e-20
"Lamtor4",3.76000887045706e-19,0.439035824632601,0.759,0.52,6.59994357031327e-15
"Romo1",2.60795017421328e-26,0.437771548927903,0.909,0.775,4.57773494079657e-22
"Gfpt2",5.65984434212532e-32,0.437634177179216,0.326,0.084,9.93472477373257e-28
"Comtd1",4.31704512049333e-34,0.43750965095108,0.374,0.108,7.57770930000195e-30
"Ssr1",4.73527218180814e-22,0.436823427773136,0.719,0.425,8.31182326072783e-18
"Gmppb",9.84596597058299e-27,0.436809561378135,0.406,0.16,1.72826240681643e-22
"Kdelr2",2.59346569305629e-20,0.436454816949257,0.86,0.665,4.5523103310217e-16
"Smim7",1.27664178373907e-21,0.435983782457166,0.702,0.435,2.24088932299719e-17
"Serf1",7.49719317587811e-22,0.435961796780547,0.526,0.281,1.31598231816188e-17
"Lrig1",2.96593696886115e-33,0.435697001941212,0.268,0.052,5.20610916144197e-29
"Hoxb2",6.38966129735012e-15,0.435024917267152,0.541,0.345,1.12157724752387e-10
"Lhfp",5.72387913898068e-37,0.434429116778065,0.998,0.982,1.00471250526528e-32
"Medag",6.21601258841233e-35,0.434064302063782,0.324,0.079,1.09109668964402e-30
"Oxct1",2.02386516950677e-20,0.433801864182493,0.592,0.333,3.55249053203523e-16
"Snrpd2",1.12548600607237e-24,0.433372363589901,0.863,0.689,1.97556558645882e-20
"Boc",4.39268451575435e-33,0.431104006055093,0.315,0.08,7.71047913050362e-29
"Timp2",4.97736299401133e-28,0.430917340524942,0.996,0.948,8.73676526338809e-24
"Gda",6.00542196537073e-27,0.430782153500012,0.281,0.076,1.05413171758152e-22
"Psma7",1.52318381623032e-26,0.428476278109548,0.918,0.773,2.67364455262909e-22
"Fgf2",1.09748995033072e-23,0.428224241328103,0.381,0.155,1.92642410981551e-19
"Cxxc5",1.77610445711914e-26,0.427437505228777,0.431,0.176,3.11759615358123e-22
"Gpx3",5.59256307631129e-15,0.426361864964672,0.302,0.132,9.81662596784921e-11
"Sap30",2.94815417565514e-29,0.426252168199806,0.349,0.109,5.17489502452746e-25
"Ccdc12",4.22321378421022e-19,0.424658270615332,0.748,0.534,7.4130071554242e-15
"Kcnq3",6.76632247203486e-48,0.424336095500044,0.247,0.016,1.18769258351628e-43
"Anxa4",2.91552324824722e-24,0.424102258229878,0.414,0.173,5.11761795764834e-20
"Polr2e",4.72520531564233e-22,0.424050287392567,0.674,0.408,8.29415289054698e-18
"Tmem98",5.84245049750056e-31,0.423977825766556,0.368,0.117,1.02552533582627e-26
"Commd1",1.90126782423492e-23,0.422750039889167,0.694,0.421,3.33729541187955e-19
"Cst3",9.60419877653832e-17,0.422294202289194,0.998,0.999,1.68582501124577e-12
"Dchs2",8.6602823453345e-39,0.422047235263583,0.233,0.023,1.52013936007656e-34
"1500009L16Rik",8.91179750000654e-36,0.421879488628425,0.292,0.06,1.56428781517615e-31
"B4galnt1",2.44909199701222e-50,0.421512333501572,0.252,0.014,4.29889118235555e-46
"Tjp2",1.22883329484126e-33,0.420868086944906,0.307,0.074,2.15697108243487e-29
"Gucy2g",1.0365474004679e-40,0.420394067468694,0.23,0.019,1.8194516520413e-36
"Ier5l",3.06162842974067e-19,0.420352014540883,0.539,0.296,5.37407638272381e-15
"Slc16a12",4.30231101384561e-36,0.42033401065217,0.25,0.04,7.5518465226032e-32
"Swi5",7.29326449859555e-23,0.418459999248347,0.888,0.723,1.28018671743848e-18
"Prr13",4.72772979209879e-23,0.418404496279034,0.461,0.214,8.298584104071e-19
"Dnm3os",7.26701163201889e-31,0.417575548119594,0.268,0.056,1.27557855176828e-26
"Podxl2",5.9696535886199e-33,0.417546686589156,0.328,0.087,1.04785329441045e-28
"Uqcr10",1.9105932934237e-25,0.416964657010882,0.922,0.799,3.35366440794661e-21
"Ptk7",5.63111252170582e-26,0.415775883080946,0.361,0.13,9.88429180935023e-22
"Nudt9",2.21648961115365e-24,0.415393957589485,0.59,0.306,3.89060421445799e-20
"Slc50a1",4.39084287328371e-21,0.415174365586512,0.795,0.534,7.7072464954749e-17
"Frem1",1.57588917032265e-23,0.414962176524905,0.359,0.139,2.76615826066735e-19
"Timm13",5.77356389505229e-22,0.414938403663949,0.886,0.707,1.01343367049853e-17
"Scube1",3.56634763676362e-24,0.41483202164555,0.543,0.269,6.26001000681118e-20
"Thbs2",4.44853799120644e-17,0.414721770712412,0.6,0.361,7.80851873596466e-13
"Sra1",4.45802201950888e-19,0.414155347892353,0.727,0.489,7.82516605084394e-15
"Gpx7",1.23380558039015e-27,0.413637838642642,0.486,0.212,2.16569893525884e-23
"Susd6",1.21816354488414e-15,0.413589843290801,0.693,0.467,2.13824247033512e-11
"Ndufb9",1.30681416930427e-25,0.413427470703369,0.918,0.823,2.29385091137979e-21
"Ufc1",1.94318734053321e-21,0.413019891833933,0.778,0.529,3.41087673883794e-17
"Eef1b2",1.33807836844324e-28,0.412987941705393,0.985,0.954,2.34872896012842e-24
"Mrps21",1.00769787257772e-20,0.412903255614537,0.846,0.676,1.76881207573568e-16
"Chn2",8.82881848530899e-42,0.412166818823897,0.213,0.011,1.54972250872629e-37
"Ctnnbip1",6.38412089417691e-27,0.411668747574918,0.446,0.181,1.12060474055487e-22
"Rnf187",1.13207106234195e-17,0.411329710118763,0.769,0.523,1.98712433572883e-13
"Ext1",4.71562501750378e-18,0.411064610031983,0.6,0.364,8.27733659322439e-14
"Pcdh11x",4.48289515973699e-21,0.410291232515382,0.252,0.078,7.86882587388635e-17
"Ebp",2.98076750996788e-23,0.410060261817827,0.548,0.282,5.23214121024662e-19
"Ahnak",2.45352530468753e-19,0.409866462387503,0.964,0.82,4.30667296731801e-15
"Nhs",1.36609795199789e-30,0.408967741751145,0.271,0.06,2.39791173514189e-26
"Plscr3",4.84981046026206e-20,0.408259587306379,0.533,0.294,8.51287230089799e-16
"Mrps16",1.86383241780187e-20,0.40805450536995,0.761,0.515,3.27158504296763e-16
"Fgfr1",6.99781996874907e-26,0.407881602197601,0.455,0.194,1.22832733911452e-21
"Ap2s1",6.89253232229405e-20,0.40741201641845,0.744,0.499,1.20984619853227e-15
"Cltb",6.82502341408496e-19,0.407388389221775,0.602,0.367,1.19799635987433e-14
"Rnf149",4.04685344928096e-34,0.406864929896688,0.294,0.064,7.10344185952286e-30
"Pgam1",3.75793876693913e-20,0.406633575139838,0.806,0.567,6.59630991760826e-16
"Hexa",6.3968688246663e-19,0.406498182369296,0.86,0.638,1.12284238479367e-14
"Tm2d2",2.3056833234189e-18,0.406303912762387,0.748,0.513,4.04716593759719e-14
"Avpi1",3.09387811512209e-31,0.406289181467898,0.334,0.094,5.4306842554738e-27
"Srsf9",8.45059338682055e-20,0.405964661623416,0.861,0.69,1.48333265718861e-15
"Rer1",5.12650826879021e-21,0.404832481183724,0.913,0.769,8.99855996420746e-17
"Ddost",1.25646749537057e-22,0.404081585447076,0.909,0.731,2.20547739462396e-18
"Psmb6",1.11743306742359e-17,0.404025835936801,0.882,0.77,1.96143026324862e-13
"AI506816",3.01980881843817e-28,0.403895578307749,0.353,0.12,5.30067041900452e-24
"Scn1b",1.10238974324303e-19,0.403519751125873,0.689,0.426,1.93502471631448e-15
"Slc6a6",3.71073861019102e-20,0.401721844707662,0.427,0.202,6.51345948246829e-16
"Psmd8",2.43812024588817e-18,0.401470542559967,0.822,0.628,4.27963246760751e-14
"Tspan9",5.54118238460492e-15,0.401188439671938,0.545,0.336,9.72643743969702e-11
"Grcc10",2.95695058455316e-22,0.40097383409834,0.924,0.766,5.19033536106617e-18
"Syt11",3.32710465018104e-22,0.400286702768118,0.372,0.15,5.84006679246277e-18
"Lyz2",3.3532051315966e-14,0.399846460451927,0.247,0.103,5.8858809674915e-10
"Rbm3",1.45878650846588e-20,0.399807830680039,0.901,0.757,2.56060795831015e-16
"Pkig",1.64270976288419e-14,0.398444006195829,0.898,0.813,2.88344844679062e-10
"Pcolce",1.24474072387091e-15,0.398088046020435,0.966,0.906,2.18489339261061e-11
"Sh3glb1",3.10191024447152e-22,0.397450104445138,0.913,0.82,5.44478305212086e-18
"Adamts2",1.70455833671495e-12,0.397259612513121,0.886,0.699,2.99201124843575e-08
"Bola2",1.02734054819291e-17,0.396686961887794,0.713,0.496,1.80329086424301e-13
"Notch3",5.13165742895612e-29,0.395963395638846,0.302,0.081,9.00759828504668e-25
"Mcfd2",5.41352771975638e-14,0.395931367325497,0.638,0.442,9.50236520648837e-10
"Tfpi2",5.67610198121274e-32,0.395331259094652,0.285,0.066,9.96326180762273e-28
"C1galt1",4.41078944894009e-24,0.395124735204191,0.342,0.125,7.74225871972453e-20
"Hsd17b10",2.71991059038584e-15,0.394751929247513,0.799,0.597,4.77425905930427e-11
"2200002D01Rik",3.02818750788853e-14,0.394637834604054,0.583,0.371,5.31537753259673e-10
"Mrpl13",4.21957734502953e-21,0.394300197364423,0.577,0.315,7.40662411373033e-17
"Bmp1",6.04304439167622e-19,0.394196336247792,0.528,0.282,1.06073558207093e-14
"Flt1",3.55770087236335e-25,0.393862765701396,0.25,0.064,6.24483234125938e-21
"Commd3",5.48039342931105e-17,0.393366773158019,0.609,0.382,9.61973458646968e-13
"Tmem119",4.53802523914204e-22,0.393142478249591,0.357,0.142,7.96559570226603e-18
"Socs2",2.37205100939006e-17,0.392566228123524,0.59,0.346,4.16366113678237e-13
"Tmem150a",9.8328301804915e-24,0.391918353351579,0.353,0.133,1.72595668158167e-19
"9130401M01Rik",5.45687287497651e-25,0.391597174508918,0.416,0.172,9.57844895744628e-21
"Rpl10a",1.66552450666608e-35,0.389312204044629,0.987,0.989,2.92349516655096e-31
"Ahr",3.45289796220315e-25,0.388359435132805,0.307,0.098,6.06087179305519e-21
"Ucp2",3.847043392473e-22,0.388146235388626,0.342,0.13,6.75271526680786e-18
"Fam78b",1.14477845208164e-42,0.388055527651224,0.245,0.023,2.00942961693891e-38
"Rpn1",1.40994628883442e-15,0.387935690120397,0.761,0.542,2.47487872079106e-11
"Tyms",4.05404015481884e-33,0.387347704073884,0.307,0.073,7.11605668375352e-29
"Vdac3",7.72001649610444e-18,0.386992034483569,0.78,0.575,1.35509449556121e-13
"Slc48a1",6.37066778174042e-20,0.386974389255848,0.431,0.205,1.1182433157289e-15
"Prelid1",2.8192648240191e-15,0.386858296466811,0.776,0.59,4.94865554560072e-11
"Ndufb10",3.76293264339492e-19,0.386837959207348,0.854,0.693,6.60507566895111e-15
"Slc35b1",7.54051967058954e-19,0.38638234502548,0.562,0.318,1.32358741777858e-14
"Lrrc59",9.43361338316457e-20,0.385978277194936,0.461,0.228,1.65588215714688e-15
"Tram2",8.47481456917355e-27,0.385900761126856,0.381,0.139,1.48758420132703e-22
"Cops6",5.83474871281625e-19,0.38526268539677,0.694,0.449,1.02417344156064e-14
"Hint1",1.01956913666237e-22,0.384185515698042,0.937,0.868,1.78964970558346e-18
"H13",4.25361801091132e-17,0.38390613457104,0.725,0.478,7.46637569455265e-13
"Mmp23",1.00477050671776e-17,0.383257063012344,0.63,0.376,1.76367367044168e-13
"Tmem147",7.44658888374192e-17,0.382860968371588,0.679,0.452,1.30709974676322e-12
"Plod2",7.6805930454042e-20,0.382786078441691,0.556,0.299,1.3481744972598e-15
"Rrbp1",2.33162525598895e-16,0.382512742179873,0.975,0.892,4.0927018118374e-12
"Kctd11",2.64275004468865e-22,0.382017649580508,0.343,0.132,4.63881915344198e-18
"Hs6st2",1.16314664152279e-34,0.381810629094051,0.247,0.04,2.04167129986495e-30
"Anpep",2.83644581382354e-25,0.380905331769005,0.264,0.071,4.97881333700445e-21
"Vcam1",1.84106013866273e-05,0.380497573835097,0.85,0.75,0.323161286139469
"Acot7",2.67597263819287e-27,0.37985647689893,0.332,0.107,4.69713477181994e-23
"Anxa1",9.89693389980258e-14,0.379568890125983,0.888,0.779,1.73720880743235e-09
"Lrrc55",2.35031138925743e-30,0.379135059381538,0.203,0.028,4.12550158156357e-26
"Btg1",3.79253565076663e-15,0.378987651729266,0.687,0.453,6.65703782779067e-11
"Timm10b",7.57856714189056e-17,0.378806154758768,0.795,0.578,1.33026589041605e-12
"Rpl35",1.00507616078127e-30,0.378281907727286,0.992,0.985,1.76421018501936e-26
"Bhlhe41",2.80222419227999e-39,0.377885998109792,0.214,0.016,4.91874412470907e-35
"Psmc5",8.61417950171939e-18,0.377571572135589,0.784,0.546,1.51204692793681e-13
"Cox20",1.3135818679867e-20,0.376677718951618,0.501,0.257,2.30573025287706e-16
"Nol12",8.25821679033326e-26,0.376587218556044,0.408,0.157,1.4495647932072e-21
"Rpl31",5.09066700422789e-23,0.375765244006316,0.964,0.926,8.93564779252122e-19
"Enc1",2.11080047175598e-16,0.375360160250617,0.393,0.194,3.70508806807327e-12
"Anxa3",1.18034214140036e-16,0.375260164387352,0.607,0.374,2.07185456080004e-12
"Mbd3",7.47173428018823e-17,0.374635337951889,0.71,0.473,1.31151351820144e-12
"Nrp2",2.41831970216043e-33,0.374545459564052,0.218,0.029,4.2448765732022e-29
"Ndufv2",3.14646820658147e-16,0.374509574706944,0.767,0.536,5.52299564301245e-12
"Psma3",4.30504419515222e-22,0.374500715051613,0.939,0.834,7.55664407575069e-18
"Brk1",4.14481189770972e-17,0.37361258567434,0.848,0.685,7.27538832404987e-13
"Derl1",3.64522290610575e-18,0.372866021921926,0.694,0.444,6.39845976708742e-14
"Eif4e2",5.86878051063437e-18,0.37283499872317,0.626,0.379,1.03014704303165e-13
"Rplp2",1.77604016888604e-36,0.371441278350387,0.994,0.994,3.11748330844567e-32
"Camk2d",4.86657210656198e-16,0.369842057891419,0.588,0.362,8.54229401864825e-12
"Nxn",4.73455270098853e-15,0.369721153518481,0.518,0.309,8.31056035604517e-11
