"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RTL8A1",2.29560619149795e-23,0.292312036032934,0.245,0.042,9.41244450637988e-19,"28","RTL8A"
"RAB5C2",4.09168393794262e-24,0.291484851005991,0.34,0.088,1.67767224823523e-19,"28","RAB5C"
"ARHGEF112",3.23408045749844e-11,0.291022886934004,0.561,0.332,1.32603766918351e-06,"28","ARHGEF11"
"PRDX14",1.26925640160086e-30,0.290998087774124,0.506,0.151,5.20420509784383e-26,"28","PRDX1"
"AC145350.21",7.97721158361825e-21,0.290780347107799,0.178,0.023,3.27081629351515e-16,"28","AC145350.2"
"LINC02516",1.95570212782018e-25,0.290661827637622,0.166,0.019,8.01876986448832e-21,"28","LINC02516"
"PRPF40A1",1.36793465346819e-16,0.290456729346473,0.648,0.368,5.60880566615027e-12,"28","PRPF40A"
"ALAD3",1.64976224749519e-20,0.290400719892416,0.466,0.186,6.76435516717976e-16,"28","ALAD"
"POLG21",2.04196717419576e-19,0.290010224889273,0.356,0.128,8.37247380763744e-15,"28","POLG2"
"UNC801",7.2848446112982e-18,0.289908364390789,0.123,0.011,2.98693198752449e-13,"28","UNC80"
"ZSCAN25",1.14357664698235e-11,0.289702530218844,0.253,0.086,4.68889296795704e-07,"28","ZSCAN25"
"GABARAPL22",1.48005551633463e-16,0.289621401051465,0.324,0.098,6.06852362807525e-12,"28","GABARAPL2"
"GMNN4",2.30071101837245e-14,0.289567866201979,0.269,0.094,9.43337531753072e-10,"28","GMNN"
"TTLL4",1.33774796028969e-11,0.289545525208828,0.261,0.097,5.48503418677977e-07,"28","TTLL4"
"TMEM14C3",8.45804565055644e-21,0.289139780505811,0.332,0.103,3.46796787764115e-16,"28","TMEM14C"
"ZNF280C1",6.94387761423305e-14,0.288918255764333,0.253,0.084,2.84712869938784e-09,"28","ZNF280C"
"OAT3",2.51893526528907e-27,0.288553246699901,0.419,0.125,1.03281383747382e-22,"28","OAT"
"NME73",4.25917239567678e-11,0.288299028644539,0.447,0.236,1.74634586567539e-06,"28","NME7"
"LINC009601",1.61660723607716e-28,0.288261907994866,0.194,0.021,6.62841298936357e-24,"28","LINC00960"
"UTP15",6.75073089485487e-20,0.288240399301407,0.281,0.072,2.76793468150839e-15,"28","UTP15"
"LINC011821",3.55484486076559e-25,0.288003291188212,0.198,0.03,1.45755748981111e-20,"28","LINC01182"
"SDHD2",1.37647789892627e-20,0.287622118022832,0.328,0.094,5.64383468117748e-16,"28","SDHD"
"HSPB17",7.99399044987767e-27,0.287453936651579,0.522,0.167,3.27769596425884e-22,"28","HSPB1"
"AC062015.11",5.40640186926851e-28,0.287417166298296,0.174,0.011,2.21673289443748e-23,"28","AC062015.1"
"MRPL45",4.46283672793852e-11,0.287346989917028,0.292,0.119,1.82985231518935e-06,"28","MRPL45"
"UCK21",1.00031351802524e-06,0.287130848314559,0.336,0.188,0.0410148548660707,"28","UCK2"
"PDCD45",1.36540914908275e-11,0.286976699367724,0.538,0.3,5.59845059306911e-07,"28","PDCD4"
"PRDX65",4.18763416003669e-24,0.286969162763486,0.719,0.397,1.71701375829825e-19,"28","PRDX6"
"RPE1",1.38495497847308e-18,0.28664904991006,0.407,0.168,5.67859240273533e-14,"28","RPE"
"CAMK2N13",2.2127870124804e-22,0.286355027380352,0.443,0.163,9.07286930857213e-18,"28","CAMK2N1"
"TMC3-AS14",8.32803069238065e-14,0.286259471711426,0.403,0.18,3.41465914448991e-09,"28","TMC3-AS1"
"URB1",3.34310048742768e-11,0.286117422021731,0.372,0.186,1.3707380618551e-06,"28","URB1"
"CALCOCO23",2.20692161135817e-17,0.285982130193184,0.664,0.338,9.04881999089076e-13,"28","CALCOCO2"
"PSMC51",1.31503236217448e-24,0.285891512987699,0.324,0.09,5.39189569138778e-20,"28","PSMC5"
"CHD75",1.34381138846359e-12,0.285824001152692,0.648,0.384,5.50989545497842e-08,"28","CHD7"
"TCTA1",4.54260398910276e-21,0.28573410713402,0.296,0.083,1.86255848761191e-16,"28","TCTA"
"RLIM2",3.03224690299227e-14,0.285638991478765,0.344,0.138,1.24328187516489e-09,"28","RLIM"
"C4orf34",9.08470213029851e-30,0.285141263949546,0.36,0.101,3.72490956746499e-25,"28","C4orf3"
"AL392023.21",6.87896657356778e-29,0.284772070579089,0.17,0.013,2.82051387449426e-24,"28","AL392023.2"
"COX11",1.77457293952266e-13,0.284648695751576,0.312,0.116,7.2761039666308e-09,"28","COX11"
"TCEA12",1.06846094229282e-19,0.284217386394011,0.549,0.276,4.38090355558902e-15,"28","TCEA1"
"OSBPL113",2.80535861460409e-10,0.284207283425869,0.534,0.3,1.15025313915997e-05,"28","OSBPL11"
"CCT42",7.78130182002387e-17,0.284072862071666,0.482,0.21,3.19048937224619e-12,"28","CCT4"
"DDX3Y6",2.92100976414458e-23,0.283897637675995,0.423,0.128,1.19767242349456e-18,"28","DDX3Y"
