"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rpl31",7.45552889028367e-68,0.458384065867018,0.99,0.959,1.35444593349783e-63
"Cnpy2",2.04488158272626e-51,0.458361810809475,0.946,0.824,3.7149363713388e-47
"Pycard",1.47888819567052e-32,0.456882683144414,0.555,0.286,2.68669618507464e-28
"Svep1",9.59209904683271e-52,0.456837331736245,0.487,0.178,1.7425966338381e-47
"Bdh2",3.22003925502396e-120,0.45629975432825,0.332,0.008,5.84984531460204e-116
"Oxct1",3.44500103557974e-44,0.455080833656004,0.734,0.406,6.25853338133771e-40
"Robo2",2.71766212595102e-34,0.454607804676431,0.896,0.647,4.93717678421522e-30
"Smdt1",2.21265500247947e-57,0.454164096546049,0.974,0.91,4.01973034300446e-53
"Arl1",1.93755888664384e-45,0.451928335486801,0.927,0.783,3.51996322936586e-41
"Gas1",5.05548450353658e-20,0.450390172388633,0.585,0.376,9.1842986975749e-16
"Bdnf",1.74153273869509e-43,0.449728833153068,0.182,0.023,3.16384252638737e-39
"Rexo2",1.65769657263021e-43,0.449495413020974,0.915,0.752,3.01153736349731e-39
"Ext1",1.00641270095143e-39,0.448482431476796,0.694,0.383,1.82834995381847e-35
"Tmem256",1.65633861502867e-42,0.446179868048594,0.898,0.655,3.00907036192258e-38
"Sox4",1.05028884222505e-23,0.445330082748609,0.72,0.481,1.90805973967025e-19
"Atp1a2",1.14778431778658e-64,0.444743028222362,0.465,0.135,2.08517977012288e-60
"Rcan1",5.24407419934105e-33,0.444140489203293,0.352,0.134,9.52690959794288e-29
"Rpl37a",3.3019063297925e-124,0.443844309453351,0.997,0.999,5.99857322933403e-120
"Soat1",8.92623607268871e-63,0.443761377586178,0.505,0.161,1.62162930732536e-58
"Mlec",1.36400782057875e-38,0.443400341772033,0.747,0.45,2.47799300764541e-34
"Ank",1.80915055932546e-68,0.442603120229299,0.331,0.057,3.28668382112656e-64
"Ccdc80",8.6384262363396e-46,0.442040381357907,1,0.987,1.56934289435582e-41
"Rcn1",9.66266947875245e-45,0.438919079889089,0.941,0.772,1.75541716420496e-40
"Rpl32",5.32956124365326e-107,0.437380927593916,0.999,0.999,9.68221391134488e-103
"Rack1",2.38092457264185e-64,0.437106829105205,0.992,0.974,4.32542567111845e-60
"Dnm3os",2.89952873759537e-65,0.436353301711948,0.31,0.052,5.26757385758951e-61
"Vgll3",6.86732175299285e-73,0.4356259957304,0.34,0.055,1.24758634286621e-68
"Tmem150a",9.78909141078707e-62,0.435541225287627,0.48,0.148,1.77838423659769e-57
"Rps8",4.55716686636099e-104,0.434490770145766,1,0.998,8.279005046118e-100
"Medag",6.48297799370616e-93,0.432080539770478,0.332,0.03,1.1777626121166e-88
"Ufm1",1.98133603807018e-43,0.430388203858713,0.816,0.517,3.5994931803621e-39
"Myo1d",1.0971835030286e-51,0.430359748977016,0.529,0.204,1.99325326995206e-47
"Ubl5",1.55811886027755e-49,0.429983149849212,0.946,0.809,2.83063453346623e-45
"Gpm6b",1.02267492913102e-50,0.429666561163862,0.459,0.159,1.85789354375232e-46
"Meox1",1.21296883083433e-92,0.423500361398006,0.265,0.007,2.20360047497673e-88
"Igfbp5",1.9361650749235e-25,0.42208320182011,0.108,0.013,3.51743109161352e-21
"Gpbar1",4.93327715418805e-91,0.421051583346785,0.314,0.025,8.96228460601344e-87
"1110065P20Rik",1.24350320204087e-38,0.421007729928361,0.845,0.586,2.25907226714764e-34
"Sec22b",2.98272823315641e-37,0.42094601987066,0.76,0.449,5.41872238117525e-33
"Adam12",2.35714620695894e-70,0.42085189408315,0.385,0.08,4.28222751418231e-66
"Wt1",8.8522177580364e-92,0.420260631571917,0.314,0.023,1.60818240010247e-87
"2310039H08Rik",8.21077368075486e-39,0.418970236813077,0.718,0.426,1.49165125458273e-34
"2310022B05Rik",1.18562225808491e-31,0.417949067094791,0.79,0.525,2.15391995626285e-27
"Ndufv3",1.55505413429604e-37,0.417804042183338,0.92,0.749,2.82506684577562e-33
"Hspg2",5.6453325347946e-35,0.416957258464837,0.871,0.623,1.02558756159613e-30
"Sec31a",1.45812988682996e-33,0.416253077055858,0.864,0.605,2.64898456540399e-29
"Mical2",8.07386216249309e-51,0.416006097426509,0.4,0.124,1.46677853906012e-46
"Ikbip",1.13837838476663e-31,0.415703948840997,0.78,0.515,2.06809201160553e-27
"Rps19",6.34795841153823e-107,0.415456389282093,0.999,1,1.15323360462415e-102
"Romo1",1.97791782550521e-41,0.415431044816939,0.945,0.81,3.59328331359532e-37
"Reep5",5.83691292600234e-41,0.414326719208478,0.949,0.829,1.06039197126684e-36
"Gpx1",1.72664896808239e-40,0.413972985589811,0.936,0.744,3.13680318031528e-36
"Cd276",3.18841089258101e-101,0.413371150260639,0.323,0.019,5.79238606855193e-97
"Ankrd1",1.12986848500636e-22,0.411384030465741,0.136,0.03,2.05263207671105e-18
"Yipf5",1.26871215313859e-34,0.410700094127648,0.786,0.511,2.30486936860687e-30
"Rps27a",1.67520947355787e-128,0.409474477400641,0.999,1,3.04335305061259e-124
"Nfil3",9.85578208412305e-58,0.409177310161159,0.34,0.077,1.79049993122263e-53
"Gpr176",3.62827630852489e-80,0.408686461060674,0.331,0.042,6.59148956969717e-76
"Fxyd5",8.04373057936381e-27,0.40719402929633,0.659,0.402,1.46130453435302e-22
"Pycr1",2.6843206732337e-81,0.407024933682636,0.349,0.049,4.87660536706366e-77
"Tmem208",7.82793593567996e-34,0.406398847763598,0.753,0.468,1.42210112143498e-29
"Rps23",1.25695815972832e-106,0.405749851566107,0.997,0.999,2.28351588877844e-102
"Gpr39",1.26042585005692e-64,0.405448566826258,0.381,0.087,2.2898156417984e-60
"Stard10",6.51823265146499e-90,0.403069252897535,0.315,0.026,1.18416732579164e-85
"Foxp1",1.87529364821149e-32,0.40040735172087,0.696,0.396,3.40684597070581e-28
"Tm4sf1",1.13636421592071e-30,0.399988006312393,0.602,0.327,2.06443287106315e-26
"Hint1",1.22781863041707e-51,0.397668589772113,0.978,0.933,2.23057810587868e-47
"Wnt11",3.53139109929475e-85,0.394496839827496,0.232,0.003,6.41547821008877e-81
"Sphk1",9.62469027753695e-56,0.393741928869198,0.427,0.126,1.74851748272014e-51
"Taf10",4.62176380384975e-34,0.393522578155625,0.874,0.624,8.39635830245384e-30
"Rps27l",2.27047118319009e-42,0.393243895131128,0.976,0.91,4.12476499850143e-38
"Pdgfa",1.83596160624323e-29,0.392532919575273,0.689,0.427,3.33539145006208e-25
"Cpz",2.493879677634e-41,0.392317434406998,0.495,0.206,4.53063121035769e-37
"Fgf2",3.18970342100835e-51,0.389297153206666,0.43,0.139,5.79473420494586e-47
"Enpp1",1.22858784254061e-51,0.38926711215553,0.407,0.121,2.23197553354353e-47
"Uqcrq",6.93613610559278e-45,0.388599286506924,0.978,0.944,1.26008784630304e-40
"Rps18",6.62954153735243e-93,0.385925300014113,0.999,0.999,1.20438881109082e-88
"Tspan3",1.76479486810378e-33,0.385655586419078,0.9,0.689,3.20610283688413e-29
"Smim1",8.26395667055019e-27,0.384369833058247,0.819,0.607,1.50131300833885e-22
"P3h4",4.86286416320083e-37,0.383974635863769,0.735,0.42,8.83436532528695e-33
"Eprs",4.23751220698843e-28,0.383033773080208,0.728,0.476,7.69828842643588e-24
"Tceal8",2.06778736733074e-36,0.382919891654428,0.761,0.467,3.75654931022975e-32
"Sf3b5",1.26892890160371e-34,0.382611026474126,0.934,0.793,2.30526313554346e-30
"Eif5a",1.91089329218558e-34,0.382496177482841,0.986,0.962,3.47151984391354e-30
"Cope",3.7419645596993e-32,0.381239330019209,0.857,0.66,6.79802701560572e-28
"Sra1",3.10848201403409e-32,0.380675188867364,0.815,0.549,5.64717927489574e-28
"Gorasp2",1.20391792627263e-31,0.379472293547012,0.73,0.446,2.18715769665949e-27
"Ror1",4.49787818357913e-59,0.379464710817109,0.365,0.085,8.17129529610821e-55
"Plxdc2",8.0292933048114e-39,0.37935107770167,0.564,0.255,1.45868171468509e-34
"Tmed9",2.77056800085952e-38,0.378505296048522,0.974,0.893,5.03329088716149e-34
"C3",3.84567143886109e-35,0.377682743685773,0.21,0.047,6.98643130297894e-31
"Gpc1",7.88169529409049e-54,0.376603657849191,0.349,0.085,1.43186758407742e-49
"Kat6b",4.40743898493054e-36,0.376226609495973,0.467,0.201,8.00699440392332e-32
"Srp9",7.05672158189764e-36,0.374857508798488,0.958,0.872,1.28199460978334e-31
"Mrps16",1.86156090698405e-29,0.373957288101227,0.833,0.59,3.38189769971793e-25
"P3h1",2.56834168461877e-35,0.373417453966162,0.707,0.385,4.66590633844692e-31
"Cavin3",1.04593916108468e-36,0.373365964044836,0.749,0.431,1.90015767394253e-32
"Myl6",5.56057302084299e-51,0.372651849416483,0.997,0.994,1.01018930069655e-46
"Cox6a1",1.41035201818294e-33,0.372182882021307,0.932,0.807,2.56218651143294e-29
"Sh3pxd2b",5.12567067056793e-59,0.371910942861092,0.37,0.088,9.31180590722075e-55
"Vegfd",3.37428068124721e-41,0.37149095790023,0.252,0.059,6.13005571362181e-37
"Ap2m1",4.05937421298633e-28,0.370877463174098,0.832,0.569,7.37466513273227e-24
"Snrpf",1.41003706142625e-30,0.367582460488681,0.881,0.668,2.56161432949306e-26
"C1qtnf6",3.62457598408264e-29,0.367451258376799,0.793,0.522,6.58476719028293e-25
"Plpp1",1.95702938101604e-33,0.366786667149152,0.609,0.31,3.55533527649184e-29
"Rpl23a",2.10646779638585e-33,0.366410649202886,0.963,0.855,3.82682004569417e-29
"Itga5",4.94645303599866e-43,0.366323844910373,0.364,0.116,8.98622123049876e-39
"Mast4",2.85775513888186e-34,0.366235186050457,0.546,0.265,5.19168376080668e-30
"Bhlhe41",4.09671503141199e-75,0.365810795272419,0.248,0.015,7.44250219756616e-71
"Ptk7",6.48439296440877e-38,0.365509326899768,0.454,0.186,1.17801966984414e-33
"Dstn",9.31752173965378e-36,0.365472878766487,0.965,0.898,1.6927141744429e-31
"Ift20",4.31351866635212e-31,0.365467752362231,0.908,0.757,7.83636936116189e-27
"Lman1",1.32278374616291e-25,0.36484523370542,0.845,0.645,2.40310123165415e-21
"Cox7b",2.50129814515325e-31,0.363770844875831,0.924,0.759,4.54410834029991e-27
"1110008P14Rik",1.92926987545527e-39,0.359870057000662,0.598,0.282,3.50490458273959e-35
"Phlda3",2.275271797654e-30,0.359298228445244,0.781,0.485,4.13348627479802e-26
"Rps15",9.3461319720126e-32,0.359257013260625,0.969,0.899,1.69791179535553e-27
"Rab1a",2.5396225115034e-29,0.359210075229276,0.824,0.568,4.61373221664822e-25
"Rpl4",5.84557586997411e-40,0.35917809155514,0.976,0.933,1.0619657682982e-35
"Errfi1",1.64041408057844e-19,0.358716536770598,0.825,0.625,2.98014026018686e-15
"Fstl3",2.28026309192428e-62,0.358684082069037,0.298,0.048,4.14255395909885e-58
"Timm17b",7.79442537642227e-31,0.358303702810966,0.738,0.448,1.41601325813463e-26
"Atp5k",2.13587027581702e-31,0.357579247889215,0.908,0.744,3.88023553007678e-27
"Capn6",2.12943452761007e-62,0.357027742361937,0.28,0.041,3.86854370630922e-58
"Thbd",4.67813853999065e-28,0.355158938050212,0.432,0.204,8.49877428560102e-24
"Creb3l3",6.57149498273737e-65,0.35512959354807,0.332,0.061,1.1938434935139e-60
"Hmgn2",3.14726679884989e-27,0.354684032547924,0.598,0.328,5.7176395934706e-23
"Folr1",7.53639048564595e-91,0.353564858793204,0.265,0.008,1.3691360595273e-86
"Dact3",1.27087375739728e-37,0.351026681339379,0.551,0.246,2.30879635506365e-33
"Rps14",3.02189505974218e-68,0.348940821713298,0.996,0.998,5.48987675503362e-64
"Scpep1",7.49856134006106e-45,0.348728018359869,0.415,0.14,1.36226363864889e-40
"Dnajc25",8.13543938389107e-36,0.348110114769426,0.542,0.254,1.47796527287149e-31
"Slc39a7",1.72060918983423e-29,0.347415789304422,0.715,0.429,3.12583071517184e-25
"Ctsd",1.75594028735062e-17,0.347223407819455,0.92,0.785,3.19001672002987e-13
"Tm7sf3",6.07271559804125e-40,0.3472057066573,0.484,0.2,1.10323024269615e-35
"Boc",2.2421009613353e-58,0.34694852453479,0.312,0.06,4.07322481645784e-54
"Tgfbr1",1.21093933920401e-29,0.346828418225276,0.564,0.294,2.19991349753192e-25
"Gapdh",3.52532233562707e-32,0.346414941802877,0.971,0.921,6.4044530871337e-28
"Rpl39",8.63209089327031e-87,0.346381262654382,0.999,1,1.56819195258042e-82
"Rpl7",4.07059768197279e-67,0.34621712453387,0.999,0.996,7.39505480883997e-63
"Ugdh",4.45521013852319e-37,0.345906011713471,0.474,0.199,8.09378025865509e-33
"Srm",1.31740241212343e-33,0.345760010485629,0.547,0.265,2.39332496210463e-29
"H13",2.23935469270879e-27,0.345428398729493,0.793,0.535,4.06823567024406e-23
"Mmp19",1.06824368308994e-67,0.345362865309086,0.287,0.038,1.94067829906949e-63
"Snrpg",2.52463831709718e-35,0.344528904797829,0.974,0.908,4.58651043067045e-31
"Csrp1",5.63801204080078e-19,0.344317571547627,0.951,0.881,1.02425764745228e-14
"Mrpl52",1.90404331423621e-34,0.34395393157032,0.967,0.894,3.45907548897292e-30
"Morf4l2",3.85435968911721e-26,0.343714734055937,0.903,0.701,7.00221524721924e-22
"Thbs2",3.87901476244842e-20,0.343627230436114,0.755,0.516,7.04700611894004e-16
"Actg2",2.25886980373846e-46,0.343587706774504,0.173,0.016,4.10368877245166e-42
"Atp5a1",5.71439625615537e-27,0.341829159507266,0.944,0.794,1.03813436785575e-22
"Bcl7c",1.20277451831316e-31,0.341648963289258,0.79,0.495,2.18508046741952e-27
"Atp2b4",1.09535660048552e-47,0.341608177249288,0.427,0.14,1.98993433610205e-43
"Skil",1.40051100385717e-27,0.341264779706723,0.621,0.349,2.54430834070733e-23
"Dkk3",3.46814919390656e-26,0.341219093642621,0.596,0.336,6.30058664057005e-22
"Mydgf",2.7648400294725e-27,0.340834291812456,0.874,0.673,5.02288488154269e-23
"Calu",3.68769473583686e-30,0.340214132943833,0.974,0.881,6.69943502659483e-26
"Arap1",1.53378060889088e-34,0.340134173194122,0.504,0.229,2.78641923217207e-30
"Plpp5",4.02507653282026e-40,0.339855148885903,0.45,0.175,7.31235653717457e-36
"Fam114a1",1.81636039343947e-28,0.339598019253146,0.74,0.466,3.29978192676149e-24
"Copa",9.03306899102932e-27,0.33942936069889,0.857,0.62,1.6410376436003e-22
"Mrpl48",4.76722659895267e-32,0.339401901928358,0.623,0.336,8.66062056231731e-28
"Fgfr1",1.69415270573685e-49,0.338832438561752,0.408,0.125,3.07776722051214e-45
"Rpl15",4.03814083528335e-73,0.336903179840995,0.997,0.998,7.33609045545926e-69
"Wnt5a",5.94600931632234e-28,0.336443370938081,0.518,0.263,1.08021151249628e-23
"Inhba",1.29938566453534e-21,0.336390828324429,0.398,0.197,2.36059393676136e-17
"Pabpc1",3.07023261600016e-25,0.336191652638592,0.975,0.872,5.57769159348749e-21
"Angptl4",1.37523209660879e-32,0.335269419758796,0.345,0.128,2.49838414990919e-28
"Sh3gl1",7.17808598606406e-31,0.33477842332918,0.609,0.312,1.30404288108826e-26
"Sem1",6.65458204436456e-44,0.334712271452337,0.986,0.967,1.20893791999971e-39
"Praf2",6.97687414414189e-33,0.334393670282473,0.605,0.31,1.26748872576626e-28
"Capg",1.13011167673914e-24,0.334383270417807,0.601,0.343,2.053073883132e-20
"Itgbl1",3.58222455923384e-53,0.334114946440307,0.171,0.009,6.50782735676012e-49
"Scube1",1.64156989251066e-39,0.333583784157976,0.492,0.198,2.98224002372412e-35
"Rps29",8.7170110001019e-84,0.33298036872032,1,0.998,1.58361938838851e-79
"Nrip1",8.11946883553904e-26,0.332949175393328,0.66,0.39,1.47506390335238e-21
"Fam20c",9.74152096650238e-64,0.332872091352829,0.224,0.018,1.76974211398449e-59
"Cercam",7.12280212174948e-62,0.332504506431316,0.314,0.056,1.29399946145823e-57
"Aoc1",1.04198990647677e-68,0.332143044460383,0.198,0.005,1.89298306309634e-64
"Rpl17",2.29682845907791e-57,0.331919300103996,0.996,0.998,4.17264826160683e-53
"Nhp2",6.52584419960879e-28,0.329251951947682,0.614,0.35,1.18555011574293e-23
"Selenos",6.44577419284753e-22,0.329058643601237,0.883,0.71,1.17100379761461e-17
"Resf1",8.33278014326904e-12,0.328925624296274,0.685,0.523,1.51381616862769e-07
"Tsc22d1",3.61607004295105e-21,0.328781479533258,0.912,0.766,6.56931444702917e-17
"Fzd2",2.84375320252243e-65,0.328621804615277,0.278,0.036,5.16624644302251e-61
"Cox5a",4.20160471471325e-26,0.328588475191142,0.942,0.819,7.63305528521956e-22
"Zfp9",3.40464512869387e-40,0.328372261307104,0.427,0.158,6.18521880529815e-36
"Mien1",7.59737246797016e-26,0.328324746484865,0.693,0.425,1.38021465625614e-21
"Nexn",1.69335323481456e-21,0.328257743981527,0.682,0.44,3.07631482168761e-17
"Rpl5",7.0046975948128e-33,0.327853602685254,0.983,0.937,1.27254341204964e-28
"Pdlim3",1.8136294569106e-46,0.327743129379128,0.16,0.011,3.29482063436949e-42
"Cox7c",1.44840064395947e-38,0.327241607833556,0.99,0.967,2.63130944988117e-34
"Mxra8",2.03021289304689e-22,0.327013822371248,0.948,0.827,3.68828776279828e-18
"Usp2",1.92188236421277e-44,0.326549756569957,0.339,0.097,3.49148369106535e-40
"Ap2a2",3.54265574344353e-31,0.326401370500658,0.577,0.297,6.43594268911386e-27
"Guca1a",2.48836769380949e-56,0.326276935140781,0.31,0.061,4.52061758934369e-52
"Atp5g2",1.09294567935145e-39,0.324734508615694,0.993,0.975,1.98555441567777e-35
"Uso1",2.90885990081762e-27,0.324596918946077,0.618,0.351,5.28452578181537e-23
"Golim4",1.75631814939e-21,0.324260508905466,0.833,0.595,3.19070318199681e-17
"Dpm3",6.1156333300512e-27,0.324188904316811,0.902,0.736,1.1110271070704e-22
"Cenpx",1.23976570718113e-24,0.323148021848899,0.773,0.547,2.25228236023596e-20
"Stk17b",1.11279936094436e-47,0.323001431934329,0.35,0.096,2.02162259902762e-43
"Cdh3",3.35159109264003e-38,0.321712242366721,0.354,0.119,6.08883553799914e-34
"Nfix",1.62516556884844e-22,0.321624707174845,0.885,0.688,2.95243828892696e-18
"Copg1",6.36500067976788e-26,0.319435842280163,0.678,0.402,1.15632967349343e-21
"Cox5b",7.90025765952919e-30,0.31915154754855,0.95,0.896,1.43523980900667e-25
"Gata6",1.28921285666829e-24,0.319117980119368,0.715,0.431,2.34211299670928e-20
"Rpl34",6.08162843421593e-76,0.318261657050528,0.999,1,1.10484943764401e-71
"Atp5o",4.6860874351619e-25,0.317942454039074,0.802,0.541,8.51321504345863e-21
"Dnpep",1.91600060452839e-40,0.317894766662182,0.482,0.19,3.48079829824673e-36
"Spsb1",1.83481659594929e-21,0.317652004479524,0.541,0.317,3.33331130986108e-17
"Ltbp3",4.40448155445056e-25,0.317342299048983,0.626,0.353,8.00162163997034e-21
"Cmya5",3.54515230795221e-66,0.31689806258341,0.244,0.023,6.44047819785677e-62
"Copz1",7.49452153126265e-28,0.316812965580454,0.643,0.348,1.36152972658449e-23
"Kdelr1",7.76336938695691e-26,0.316193046141166,0.92,0.757,1.41037131652846e-21
"Olfml3",2.03166595182625e-18,0.315282454187708,0.961,0.85,3.69092753468276e-14
"Eif1ax",3.38360750208891e-26,0.313048887710293,0.785,0.537,6.14699974904493e-22
"Pdap1",4.29789943239386e-22,0.312775857941081,0.841,0.629,7.80799389882992e-18
"Fst",2.36726856702493e-52,0.311931765459815,0.142,0.001,4.30061680571418e-48
"Tram2",2.23795603189382e-35,0.311578366573824,0.487,0.204,4.06569472314151e-31
"Ndufb10",1.96539239314072e-24,0.311096072722315,0.892,0.726,3.57052836061874e-20
"Ndufs6",1.73596843989785e-23,0.310881510261579,0.867,0.681,3.15373386476243e-19
"Atp6v0d1",6.27615985973569e-26,0.310647602396944,0.629,0.354,1.14018996171818e-21
"Elob",6.63868349770012e-46,0.309894255834037,0.987,0.984,1.20604963102718e-41
"Snta1",9.42880427698958e-45,0.309891555329815,0.388,0.125,1.7129308730007e-40
"Emp3",7.19647016904117e-20,0.309620066939281,0.946,0.869,1.30738273560971e-15
"Tcim",2.18585454322349e-12,0.309328744081605,0.605,0.432,3.97104194867412e-08
"Ap1s2",1.37381543496859e-27,0.309215237214028,0.577,0.307,2.49581050070743e-23
"Rps15a",2.07220947774845e-75,0.309005394412229,0.999,0.997,3.76458295822562e-71
"Slc39a14",1.65252309822025e-49,0.308926167689414,0.294,0.064,3.00213871253674e-45
"Slc6a6",6.37980190147501e-18,0.308845586870653,0.509,0.307,1.15901861144097e-13
"Idh2",1.47636368764636e-22,0.308086237915183,0.686,0.425,2.68210991134713e-18
"Sspn",2.518162856161e-37,0.307086694753703,0.488,0.201,4.57474646078768e-33
"Col7a1",5.72643625105851e-65,0.306427894293162,0.202,0.009,1.0403216737298e-60
"Fbln1",1.430672303573e-44,0.305603472031073,0.226,0.039,2.59910237390108e-40
"Prelid1",2.46480234928643e-23,0.305367704024039,0.92,0.793,4.47780642794866e-19
"mt-Nd3",1.78188643111474e-17,0.305279577271513,0.853,0.646,3.23715307940615e-13
"Derl1",1.30176027666254e-22,0.304657307228579,0.789,0.545,2.36490789461283e-18
"Mmd",5.72648514301928e-45,0.304398068819979,0.276,0.063,1.04033055593231e-40
"Rftn1",4.60511779753215e-39,0.304290714324032,0.42,0.153,8.36611750277666e-35
"Antxr1",1.50993117487778e-25,0.303367151878829,0.478,0.243,2.74309196540046e-21
"Snd1",7.6863239302838e-31,0.303088592683642,0.493,0.227,1.39637446841466e-26
"Dhx58os",4.71765271474438e-76,0.302704899946511,0.214,0.004,8.57055968687611e-72
"Cd44",5.95381923638435e-24,0.302244881868668,0.453,0.229,1.08163034067395e-19
"Syn3",1.18634437388112e-42,0.301920942113525,0.306,0.08,2.15523182402984e-38
"Cfh",1.43021745044448e-22,0.301409923708202,0.986,0.897,2.59827604222248e-18
"Ammecr1",5.63792327350305e-53,0.301259954425733,0.306,0.065,1.0242415210973e-48
"Rbm3",3.0960722380714e-24,0.300924755670775,0.969,0.89,5.6246344349043e-20
"Arl2",1.95451080937418e-35,0.300504133474185,0.482,0.205,3.55075978739007e-31
"Cox20",1.46023305422528e-30,0.300265317043081,0.587,0.292,2.65280538961107e-26
"Cdk5rap3",4.28486735722477e-28,0.300168356471196,0.526,0.261,7.78431852787024e-24
"Rpl36a",2.71823212403013e-37,0.299590191561927,0.995,0.986,4.93821229972554e-33
"1110038B12Rik",5.67983926173122e-19,0.298855763181311,0.673,0.446,1.03185639867871e-14
"Eny2",3.89668437053071e-20,0.298791992922495,0.839,0.618,7.07910649594315e-16
"Pigp",2.75919885649693e-20,0.29871696908863,0.76,0.532,5.01263656259797e-16
"Vat1",3.62521611256076e-25,0.297489137542575,0.6,0.323,6.58593011168913e-21
"Anapc15",6.03930336639275e-39,0.297428106941293,0.357,0.118,1.09716024257257e-34
"Hypk",2.99339846035458e-24,0.296403978134467,0.732,0.447,5.43810698292616e-20
"Tmem200a",2.64442119262778e-71,0.295829130689692,0.231,0.013,4.80411998064688e-67
"Tmem238",1.41986375584043e-51,0.295365063378167,0.323,0.074,2.57946648523531e-47
"Serpine1",6.93851359435771e-11,0.293749458899075,0.724,0.561,1.26051976468696e-06
"Banf1",1.18308653434295e-21,0.293316909680785,0.642,0.387,2.14931330694084e-17
"Rps3",1.22084355349629e-62,0.293307385934167,0.999,0.999,2.21790648363671e-58
"Cmpk1",1.32422388999937e-22,0.293272166027806,0.652,0.398,2.40571754096185e-18
"Eml1",1.00842137540119e-32,0.293271043081472,0.411,0.167,1.83199911269135e-28
"Pcdh7",5.91583124423632e-19,0.29300903150212,0.786,0.539,1.07472906214041e-14
"Fkbp7",9.0583891669639e-18,0.292886260543076,0.783,0.571,1.64563755996233e-13
"Ybx3",3.71600109100858e-21,0.292885274464837,0.903,0.73,6.75085918203528e-17
"Rps27",4.45572642373963e-57,0.292297170971678,0.999,0.997,8.09471819400779e-53
"Neat1",1.10373326878342e-24,0.290448795302122,0.383,0.173,2.00515222939884e-20
"Gmppb",9.94307983773435e-34,0.290020582584635,0.428,0.172,1.8063593141212e-29
"Cavin1",2.99841602258267e-22,0.2899147373046,0.9,0.772,5.44722238822594e-18
"Rpl23",4.80317888354894e-64,0.289210229539192,1,0.999,8.72593507774337e-60
"Tcf25",2.10512776627144e-21,0.28908451241297,0.843,0.616,3.82438561298532e-17
"Mrps21",1.04498636974542e-22,0.288723625550663,0.917,0.775,1.8984267379165e-18
"Uqcr10",8.40681922311479e-24,0.28845888175506,0.954,0.881,1.52726684826326e-19
"Slc39a13",3.47238558175248e-23,0.288406391188474,0.617,0.358,6.30828288636974e-19
"Pgls",1.23066796958258e-20,0.28836279572099,0.917,0.784,2.23575450034068e-16
"Cd93",2.07912865691464e-61,0.287750742230215,0.203,0.012,3.77715303101683e-57
"Rpl11",2.17085532979353e-59,0.287515212380815,1,0.998,3.94379287763591e-55
"Cxxc5",1.36248922266334e-37,0.287092942612048,0.335,0.11,2.47523417081249e-33
"Csdc2",9.7387629195372e-49,0.286755966408126,0.248,0.044,1.76924105959232e-44
"Rpsa",1.53493005482958e-54,0.286432439671742,0.999,1,2.78850743060891e-50
"Snf8",6.19598785654993e-22,0.285437694264663,0.702,0.441,1.12562511389942e-17
"Ndufa4",4.09268652064741e-32,0.285198944769065,0.984,0.974,7.43518360206016e-28
"Rpl13a",6.10083368918145e-28,0.285175374540826,0.99,0.965,1.10833845631359e-23
"Maged2",1.47455344080374e-19,0.284959112638337,0.753,0.515,2.67882123590815e-15
"Tjp2",1.52351258976166e-44,0.284724115296092,0.273,0.062,2.76776532182e-40
"Steap2",3.4835189937044e-39,0.284516518941118,0.346,0.111,6.32850895586278e-35
"Rps24",4.27116078387367e-76,0.284512893700755,0.999,1,7.75941779606329e-72
"H2afj",1.33687282747603e-19,0.283712505248529,0.936,0.821,2.4286968656757e-15
"Guk1",1.23853781183168e-16,0.282456816787524,0.836,0.681,2.25005164275461e-12
"Eif4ebp1",4.49984093669893e-19,0.281964628344,0.748,0.51,8.17486102970095e-15
"Atxn10",1.64854008505743e-23,0.281190681881544,0.69,0.417,2.99490277252383e-19
"Rps9",1.10690380442712e-52,0.280367030130238,1,0.999,2.01091214150275e-48
"Ndrg1",1.34468025771244e-35,0.27879458435498,0.245,0.063,2.44288062418618e-31
"Rps6",2.29056033263643e-30,0.278598711224266,0.988,0.977,4.16126095630061e-26
"Gpx8",7.09049616309287e-19,0.278400871457104,0.836,0.656,1.28813043794908e-14
"Bet1l",3.75639741428925e-24,0.278019442082216,0.615,0.341,6.82424718253928e-20
"Cacnb3",1.7177196380535e-30,0.27732057015181,0.409,0.17,3.12058126645179e-26
"Slc6a8",2.33780512441573e-34,0.277144432518046,0.362,0.13,4.24709056952605e-30
"Rpl36",2.5749042814364e-53,0.27665407047205,0.995,0.996,4.67782860808551e-49
"Cryzl2",6.59832195784339e-35,0.276644192666422,0.385,0.143,1.19871715008141e-30
"Tmem214",5.88962758452045e-28,0.276256201276927,0.479,0.224,1.06996864327983e-23
"Sfxn3",7.20832864750104e-38,0.275242942812642,0.428,0.16,1.30953706539151e-33
"Slc16a2",9.25394932491303e-25,0.27512875021293,0.505,0.259,1.68116497385695e-20
"Ost4",1.05210868123508e-32,0.274865190997382,0.986,0.992,1.91136584119978e-28
"Rps3a1",7.557577408532e-62,0.274751013472424,0.999,1,1.37298508780801e-57
"Hint3",3.67637466584789e-36,0.274324240185242,0.449,0.175,6.67886985544586e-32
"Fam102b",5.86426400129695e-39,0.273650301380119,0.32,0.094,1.06536084111562e-34
"Rwdd1",5.50639287271731e-20,0.273317008298266,0.866,0.675,1.00034639318655e-15
