"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pah",9.63894408204987e-37,0.591176416789256,0.955,0.503,1.8174229066705e-32,"18","Pah"
"Klkb12",1.30838597376083e-58,0.589772079510899,0.817,0.28,2.46696175352605e-54,"18","Klkb1"
"Cfhr23",7.59934083399779e-40,0.589161990350002,0.944,0.47,1.43285571425028e-35,"18","Cfhr2"
"Laptm4a1",7.60795457584212e-66,0.587796451596669,0.806,0.257,1.43447983527503e-61,"18","Laptm4a"
"Serpina3m2",2.97601150578823e-46,0.582649573782475,0.884,0.366,5.61126969416371e-42,"18","Serpina3m"
"Sepw11",1.61833615680647e-127,0.581626355402874,0.276,0.021,3.0513728236586e-123,"18","Sepw1"
"Eef2",2.56334727760338e-28,0.580172356362908,0.966,0.643,4.83319129192117e-24,"18","Eef2"
"Alb3",4.23386028306004e-44,0.579379156977595,1,1,7.9829435637097e-40,"18","Alb"
"Lamp12",7.00754354262645e-33,0.579200762164166,0.985,0.565,1.32127233496222e-28,"18","Lamp1"
"Acsl51",2.42027778507113e-47,0.57879783727127,0.873,0.36,4.56343376375162e-43,"18","Acsl5"
"Serpina1a1",9.85535383133796e-49,0.577116033309107,1,0.981,1.85822696489877e-44,"18","Serpina1a"
"Cyp2a5",4.43615554875728e-21,0.577094270810384,0.16,0.04,8.36437128718185e-17,"18","Cyp2a5"
"G6pc1",8.08387510391921e-62,0.576543836060745,0.903,0.344,1.52421465084397e-57,"18","G6pc"
"Txndc51",1.08859751615409e-64,0.575634050307461,0.72,0.221,2.05255061670853e-60,"18","Txndc5"
"Aplp22",2.14606215269562e-52,0.575403722623794,0.843,0.313,4.04640018890758e-48,"18","Aplp2"
"Cyp511",9.98110547217012e-70,0.574422894782374,0.567,0.143,1.88193743677768e-65,"18","Cyp51"
"Aldh4a12",1.51186647552083e-43,0.573960968477704,0.802,0.326,2.85062423959452e-39,"18","Aldh4a1"
"Rgs161",1.36690636531399e-90,0.572624353463875,0.567,0.115,2.57730195179953e-86,"18","Rgs16"
"F22",2.96846620326987e-31,0.571380213657297,0.993,0.689,5.59704302626535e-27,"18","F2"
