"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Timp3",3.02028063359059e-72,1.00429172016366,0.969,0.862,5.25528830244763e-68
"Fzd1",1.53106959564807e-77,0.998510550339103,0.698,0.282,2.66406109642764e-73
"Phldb2",9.5199475781586e-71,0.956522220840097,0.704,0.301,1.6564708785996e-66
"Itgb5",3.49562166543026e-77,0.922862518438726,0.909,0.661,6.08238169784866e-73
"Sparcl1",2.06234207018278e-61,0.909147993351311,0.908,0.647,3.58847520211805e-57
"Tnc",3.8337121490877e-43,0.90636998348687,0.595,0.296,6.6706591394126e-39
"Fxyd6",3.06334531553443e-52,0.892333656115651,0.348,0.03,5.33022084902991e-48
"Mfap2",2.26164864530209e-61,0.881793757376984,0.636,0.254,3.93526864282564e-57
"Fam180a",1.20603549213085e-64,0.87701806083722,0.791,0.397,2.09850175630768e-60
"Fth1",1.79778623624859e-94,0.87107297801052,0.999,1,3.12814805107255e-90
"Colec12",1.82152113230672e-65,0.860479207939531,0.799,0.476,3.1694467702137e-61
"Col12a1",1.17949856051253e-66,0.857019280791721,0.475,0.082,2.0523274952918e-62
"F2r",2.10857758878487e-57,0.843654193275931,0.867,0.624,3.66892500448568e-53
"Adamtsl2",8.77726198361065e-59,0.838382807106186,0.891,0.612,1.52724358514825e-54
"Col4a1",2.55685100297046e-80,0.827067088126886,0.987,0.921,4.44892074516859e-76
"Mmp2",3.92688072275438e-55,0.826378689695121,0.859,0.568,6.83277245759263e-51
"Rgs16",1.69824734792164e-32,0.818969263622696,0.379,0.128,2.95495038538366e-28
"Plat",1.07041942251845e-66,0.812699486232688,0.832,0.496,1.86252979518211e-62
"Fhl2",8.39496123254243e-42,0.792063366770896,0.72,0.434,1.46072325446238e-37
"Nrep",1.23245749081038e-50,0.782811413777611,0.455,0.121,2.14447603401006e-46
"Pmepa1",9.4968847443116e-46,0.766179913139174,0.935,0.81,1.65245794551022e-41
"Slc7a2",1.28145609544218e-43,0.765760114164137,0.618,0.301,2.2297336060694e-39
"Nav1",4.33164028855906e-51,0.763315853187338,0.733,0.422,7.53705410209276e-47
"Unc5b",1.85261636385705e-55,0.754471794347529,0.781,0.459,3.22355247311127e-51
"Ptgis",2.18732660385309e-49,0.753806409180338,0.734,0.41,3.80594829070438e-45
"Svep1",5.63455821374451e-55,0.751789841139037,0.702,0.316,9.80413129191545e-51
"Col6a2",7.36831103014256e-55,0.747439000362655,0.832,0.543,1.28208611924481e-50
"S100a16",1.07148720004091e-55,0.717239594563358,0.476,0.116,1.86438772807118e-51
"Fbn1",1.21908142335783e-48,0.712348516773174,0.881,0.676,2.12120167664263e-44
"Cx3cl1",2.02863494060166e-40,0.704546673859341,0.575,0.284,3.52982479664689e-36
"Cxcl14",9.63115715738976e-10,0.697704673514906,0.767,0.706,1.67582134538582e-05
"Sparc",2.14971623953485e-89,0.684015969801098,1,0.998,3.74050625679064e-85
"Itga8",1.05170251562981e-26,0.682553408138715,0.8,0.608,1.82996237719587e-22
"Palld",2.62802123068096e-42,0.682154282615831,0.712,0.412,4.57275694138487e-38
"Actn1",1.40985897694648e-48,0.679204030131542,0.816,0.539,2.45315461988688e-44
"Plpp3",9.69486305555978e-30,0.678366614507605,0.492,0.247,1.6869061716674e-25
"Mdk",4.35778117551395e-30,0.671312037792904,0.517,0.255,7.58253924539427e-26
"Ak1",1.08150859117915e-52,0.669826603981106,0.468,0.113,1.88182494865173e-48
"Ppic",4.63467101502881e-57,0.668898334820208,0.946,0.782,8.06432756615013e-53
"Dpysl3",4.93655809580605e-49,0.667515627064426,0.46,0.123,8.58961108670252e-45
"Alcam",1.68942444765052e-38,0.666981734755426,0.9,0.642,2.9395985389119e-34
"Mrc2",1.73947872963651e-47,0.661657092600452,0.752,0.437,3.02669298956753e-43
"Col4a2",4.54616676164498e-61,0.659359184490933,0.974,0.879,7.91033016526226e-57
"Meox1",2.47360241282488e-37,0.656109803373758,0.339,0.074,4.30406819831529e-33
"Smoc2",1.74869286854025e-37,0.655779538458265,0.796,0.513,3.04272559126004e-33
"Runx1",1.49167541788629e-41,0.651173788031357,0.455,0.145,2.59551522712215e-37
"Ckb",1.2287065469493e-40,0.650994543903642,0.945,0.861,2.13794939169177e-36
"Col8a1",1.07379394639666e-22,0.639540924147657,0.452,0.234,1.8684014667302e-18
"Tubb2a",7.6213978455711e-38,0.637429443894476,0.635,0.348,1.32612322512937e-33
"Sec61b",1.0528862091517e-50,0.636320702990654,0.945,0.824,1.83202200392396e-46
"Tgfbr2",2.22310473475838e-38,0.630368445669211,0.767,0.506,3.86820223847959e-34
"Fbln1",5.47179390789657e-33,0.623403342427755,0.397,0.133,9.52092139974003e-29
"Vcan",1.32887877148636e-33,0.622163496904868,0.417,0.143,2.31224906238627e-29
"Ccn5",1.29888164275879e-31,0.613449613818525,0.249,0.032,2.26005405840029e-27
"Mtch1",2.0354570862161e-45,0.610578164972266,0.883,0.666,3.54169533001601e-41
"Plod2",4.14975320108325e-35,0.607966231279883,0.659,0.382,7.22057056988485e-31
"Mtss1",5.14915909016075e-35,0.602526451855885,0.641,0.348,8.95953681687971e-31
"Hivep3",3.80689902154552e-39,0.596558798441661,0.453,0.155,6.6240042974892e-35
"Clmp",1.14269276995245e-34,0.59489570821711,0.629,0.338,1.98828541971726e-30
"Vim",9.09964635504482e-69,0.59033173481474,0.998,0.99,1.5833384657778e-64
"Gsn",2.21892932229299e-37,0.586466415396124,0.901,0.692,3.86093702078981e-33
"S100a13",2.97553336457178e-42,0.584271396051468,0.815,0.585,5.17742805435491e-38
"Smad6",2.13528031720359e-29,0.582637082130646,0.519,0.25,3.71538775193425e-25
"Ctsk",3.46600681209799e-35,0.581547932497701,0.747,0.489,6.03085185305051e-31
"Adcy7",7.25855717276437e-40,0.580298653941574,0.331,0.057,1.262988948061e-35
"Mmp14",9.30633786317947e-35,0.578238043763143,0.598,0.316,1.61930278819323e-30
"Ptn",8.28928961681532e-21,0.577500102022331,0.164,0.017,1.44233639332587e-16
"Vamp5",1.68379666338307e-36,0.575485699723213,0.744,0.481,2.92980619428655e-32
"Crispld2",1.17768992871012e-26,0.573434011080226,0.491,0.242,2.0491804759556e-22
"Serpinh1",6.75386962014423e-64,0.572618165356264,0.994,0.97,1.1751733139051e-59
"Bicc1",1.15149864852787e-41,0.569561215365355,0.923,0.723,2.0036076484385e-37
"Ptgfrn",1.68118195383576e-35,0.562210528911369,0.691,0.395,2.92525659967422e-31
"Kdelr3",1.86742646065339e-37,0.562117225868693,0.63,0.329,3.2493220415369e-33
"Tgfb3",2.30504751830293e-37,0.558830807898749,0.397,0.114,4.0107826818471e-33
"Tmem119",7.48337952976198e-36,0.558327361099952,0.523,0.232,1.30210803817858e-31
"Col6a1",4.40810574558617e-42,0.546533888098042,0.941,0.797,7.67010399731993e-38
"Myof",1.74713300552558e-36,0.543819691315419,0.609,0.303,3.04001142961452e-32
"Tubb5",2.83026428267641e-30,0.540709388671681,0.909,0.788,4.92465985185696e-26
"Sec61g",2.61627777984714e-46,0.540026434560511,0.965,0.909,4.55232333693402e-42
"Fkbp11",4.27165178472548e-33,0.537519792797344,0.378,0.119,7.43267410542233e-29
"Cyb5r3",1.87316748827249e-34,0.536506228705951,0.775,0.546,3.25931142959414e-30
"Slc8a1",1.19568133515335e-40,0.535768444663846,0.44,0.138,2.08048552316682e-36
"Nme2",9.97205748939433e-65,0.535162617903052,0.992,0.99,1.73513800315461e-60
"Aebp1",2.40326244210625e-28,0.534676819626696,0.713,0.469,4.18167664926488e-24
"Tbx20",3.09777023744282e-19,0.533090914274128,0.797,0.642,5.39012021315051e-15
"S100a4",1.10035275511511e-30,0.531281888973013,0.222,0.018,1.9146137939003e-26
"Pla1a",1.05061433547662e-31,0.530512487783659,0.366,0.116,1.82806894372933e-27
"Lmna",2.00336105432584e-27,0.529811514897001,0.804,0.62,3.48584823452696e-23
"Csrp1",3.52806668412897e-27,0.525421896012576,0.891,0.724,6.1388360303844e-23
"Adamts2",2.11262434307359e-40,0.524559608504167,0.921,0.768,3.67596635694805e-36
"Aldh1a2",4.49088468279953e-28,0.515753134248468,0.206,0.017,7.81413934807118e-24
"Ccn4",7.36561115568831e-23,0.51039947154947,0.449,0.229,1.28161634108977e-18
"Thbs1",4.42840491113219e-12,0.510398766911162,0.718,0.57,7.70542454537001e-08
"Pdgfrl",8.57831154703412e-25,0.510223453122051,0.543,0.306,1.49262620918394e-20
"Abracl",4.79895124118588e-29,0.502300931394033,0.658,0.393,8.35017515966343e-25
"Zfp469",7.22161382165719e-41,0.501780632924438,0.283,0.022,1.25656080496835e-36
"Capn6",1.30985537972104e-24,0.499689691486047,0.475,0.234,2.27914836071461e-20
"Tnfaip2",1.78228623987e-26,0.498631024867278,0.41,0.17,3.1011780573738e-22
"Tagln",1.0252167180611e-08,0.497883734794171,0.913,0.879,0.000178387708942632
"Rps2",6.37630785134161e-85,0.493297069514798,0.998,0.998,1.10947756613344e-80
"Fmo2",1.73300710605557e-24,0.491319688447719,0.219,0.039,3.01543236453669e-20
"Wnt5a",3.52665756625652e-24,0.488111748408741,0.539,0.296,6.13638416528634e-20
"Hspg2",1.7470818936955e-26,0.488025976180612,0.737,0.511,3.03992249503017e-22
"Myl6",8.7550288883448e-46,0.485288782986779,0.996,0.988,1.52337502657199e-41
"Pdgfrb",3.89133043472908e-32,0.482037362476459,0.933,0.793,6.77091495642861e-28
"Nme1",1.41515938013115e-24,0.479382179415216,0.823,0.672,2.46237732142819e-20
"Rpl41",6.05455176037776e-84,0.478936522200484,1,0.998,1.05349200630573e-79
"Piezo2",3.17574710811677e-27,0.475724986941576,0.3,0.081,5.52579996812319e-23
"Hdlbp",5.10023925105692e-26,0.475211420344655,0.818,0.627,8.87441629683904e-22
"Gas7",4.22171379132431e-32,0.473878235014102,0.316,0.072,7.3457819969043e-28
"Ckap4",2.67253778587534e-22,0.470162248613777,0.735,0.545,4.65021574742308e-18
"Mxra7",7.85214959869334e-30,0.466365242246461,0.904,0.739,1.36627403017264e-25
"Fkbp10",4.09111598443267e-21,0.463805104661068,0.595,0.385,7.11854181291285e-17
"Ch25h",2.30817361148783e-17,0.463229580137869,0.205,0.057,4.01622208398882e-13
"Cyp1b1",9.61143859924555e-24,0.456775128318696,0.352,0.136,1.67239031626872e-19
"Tnfaip6",2.87484091178049e-15,0.456312881633194,0.395,0.218,5.00222318649805e-11
"Gpr39",5.66845796600228e-30,0.451210842088093,0.355,0.108,9.86311686084397e-26
"Scube1",1.30667088129012e-24,0.449413759061294,0.594,0.336,2.27360733344481e-20
"Itgbl1",8.05402986915279e-24,0.44236273616289,0.203,0.03,1.40140119723259e-19
"Gapdh",1.03910659674243e-28,0.440676515764144,0.942,0.859,1.80804547833182e-24
"Ccdc80",1.85169527261705e-27,0.440334813389625,0.987,0.951,3.22194977435367e-23
"Rpn1",6.17426733921544e-23,0.43911244587277,0.689,0.467,1.07432251702349e-18
"Dap",1.61788761613992e-22,0.438383041366081,0.675,0.457,2.81512445208345e-18
"Rpl22l1",2.79326240902049e-44,0.438178722034762,0.991,0.968,4.86027659169566e-40
"Gabarap",6.54192732023131e-33,0.437768156291358,0.963,0.889,1.13829535372025e-28
"Pid1",1.59499727788507e-22,0.436807348051022,0.346,0.134,2.77529526352002e-18
"Tmsb4x",1.20910802626722e-49,0.43654909339975,0.999,0.997,2.10384796570496e-45
"Col5a1",1.21313005997552e-22,0.434771221030025,0.903,0.776,2.1108463043574e-18
"Prrx1",7.82911198464021e-25,0.432354727656928,0.422,0.182,1.3622654853274e-20
"Pbx1",1.23588954706987e-17,0.426837622429571,0.79,0.624,2.15044781190157e-13
"Ptgs2",4.26997937966727e-13,0.425674010096405,0.187,0.062,7.42976412062106e-09
"Rps12",3.9159820342112e-49,0.425095799721802,0.998,0.987,6.81380873952748e-45
"Ltbp4",1.09521975433326e-19,0.422800535469959,0.863,0.75,1.90568237253987e-15
"Mmp23",5.72422654565276e-22,0.422744564221631,0.7,0.472,9.9601541894358e-18
"Tpm1",8.42748059598514e-24,0.422372033424888,0.943,0.829,1.46638162370141e-19
"Adarb1",3.40847932790719e-26,0.421773525199791,0.334,0.109,5.93075403055852e-22
"Ctsd",2.9421106358235e-20,0.420607913095074,0.862,0.741,5.11927250633289e-16
"Flt1",1.81822151597582e-20,0.41894028775455,0.267,0.087,3.16370543779792e-16
"Mef2c",2.86603865551433e-17,0.417787039566701,0.619,0.427,4.98690726059494e-13
"Inppl1",1.075936754374e-22,0.416695858507419,0.385,0.166,1.87212995261077e-18
"Cstb",2.01028154792516e-21,0.414777729866347,0.777,0.607,3.49788989338978e-17
"Tmem45a",6.39362522878168e-28,0.414647240727359,0.351,0.116,1.11249078980801e-23
"Mtus2",2.00101344647975e-21,0.411958967769904,0.392,0.178,3.48176339687477e-17
"Copz2",6.74909111182431e-20,0.410782106934501,0.636,0.424,1.17434185345743e-15
"Srpx",3.30620308102505e-28,0.409730712836021,0.318,0.086,5.75279336098358e-24
"Nkd2",8.62492587018971e-30,0.405083123448886,0.204,0.01,1.50073710141301e-25
"Tmem256",2.61441232127946e-25,0.404983519042828,0.799,0.576,4.54907743902626e-21
"Ppfibp1",1.61735807907008e-21,0.401943678336913,0.526,0.289,2.81420305758194e-17
"Fblim1",7.4179358029725e-19,0.398035925482821,0.629,0.412,1.29072082971721e-14
"Sulf1",3.39847488942251e-19,0.396651466563421,0.383,0.183,5.91334630759517e-15
"Myh10",2.16680942961238e-20,0.396510753203929,0.388,0.18,3.77024840752554e-16
"Atp5g1",4.74107176460956e-23,0.394094196773211,0.922,0.845,8.24946487042063e-19
"Nr4a2",1.53116288157205e-17,0.393299551729037,0.174,0.035,2.66422341393536e-13
"Wt1",1.37336761522531e-23,0.392445312763046,0.252,0.062,2.38965965049205e-19
"Ostc",1.25009739001608e-20,0.391722877156203,0.865,0.76,2.17516945862799e-16
"Sdc1",1.89444157420871e-21,0.391293356077452,0.248,0.069,3.29632833912316e-17
"1110008P14Rik",1.13539785826527e-20,0.390430961982132,0.465,0.235,1.97559227338158e-16
"Rasl11b",1.4636047285234e-17,0.386902030332442,0.343,0.156,2.54667222763072e-13
"C1qtnf6",6.00030369702151e-19,0.385980497243308,0.544,0.343,1.04405284328174e-14
"Wls",1.06682255082947e-21,0.385398373364135,0.791,0.605,1.85627123844329e-17
"Ptprb",8.10690461185066e-23,0.384070449284633,0.185,0.024,1.41060140246202e-18
"Rplp1",2.42717021893851e-59,0.382702103561543,0.999,1,4.22327618095301e-55
"Enc1",8.6474982931069e-19,0.381595935493878,0.259,0.087,1.5046647030006e-14
"Robo2",1.14222581563629e-16,0.38132255382821,0.856,0.711,1.98747291920715e-12
"Myo10",2.91117404246401e-18,0.380908457622176,0.834,0.671,5.06544283388737e-14
"Tmem258",1.56267665504057e-20,0.380880091032812,0.839,0.703,2.71905737977058e-16
"Taf10",5.51200227143405e-21,0.379814435618,0.717,0.487,9.59088395229524e-17
"Ace",1.1799938448591e-23,0.379700795874867,0.237,0.052,2.05318929005484e-19
"2310022B05Rik",8.53539984764587e-20,0.378814427711376,0.572,0.355,1.48515957349038e-15
"Myo1d",1.11155838729274e-22,0.375958806723502,0.37,0.153,1.93411159388936e-18
"Arf5",8.42021328322568e-30,0.374052452406463,0.964,0.914,1.46511711128127e-25
"Smco4",2.77017407150011e-20,0.373022362950353,0.408,0.2,4.82010288441019e-16
"Ahnak2",8.40063231155897e-25,0.372720240175934,0.258,0.061,1.46171002221126e-20
"Cavin3",2.43233187025882e-17,0.372559874042641,0.589,0.376,4.23225745425034e-13
"Nfix",5.84272169837059e-19,0.372235683406711,0.767,0.59,1.01663357551648e-14
"Rftn1",3.02615699701582e-21,0.37210671914944,0.323,0.124,5.26551317480753e-17
"Phlda3",9.54378040353589e-18,0.371668801727238,0.75,0.548,1.66061779021524e-13
"Sar1a",1.77343741711223e-18,0.368432732749871,0.76,0.587,3.08578110577528e-14
"Maged1",6.82621629299618e-18,0.368325522908443,0.757,0.573,1.18776163498134e-13
"Hs6st2",2.32361185933878e-24,0.367979951712079,0.223,0.04,4.04308463524947e-20
"Rplp0",3.15737107815506e-49,0.367456887449154,0.998,0.997,5.49382567598981e-45
"Gadd45b",3.12850254690546e-06,0.366650056086354,0.764,0.679,0.0544359443161549
"Col4a4",2.47482849306763e-19,0.366627955687995,0.18,0.032,4.30620157793768e-15
"Adamtsl1",1.96284555379717e-16,0.364427001909372,0.438,0.242,3.41535126360707e-12
"Cdh3",4.59928666057545e-24,0.362171625449464,0.269,0.074,8.00275878940128e-20
"Il6",4.78868620696909e-13,0.362056073792027,0.14,0.034,8.33231400012621e-09
"Hcfc1r1",7.69358141603493e-16,0.361326063522428,0.763,0.61,1.33868316639008e-11
"Cnn2",6.15481869927688e-18,0.361231609822864,0.575,0.35,1.07093845367418e-13
"Col27a1",5.52957047247152e-22,0.361038938764473,0.476,0.24,9.62145262210044e-18
"Gm42418",4.18939185691008e-20,0.360997651585196,1,1,7.28954183102355e-16
"Hspb1",1.39003884148153e-13,0.36061256638626,0.801,0.637,2.41866758417787e-09
"Gfra2",1.71990634755567e-19,0.360414174240883,0.214,0.055,2.99263704474686e-15
"Dclk1",1.57402564416582e-17,0.3599120238738,0.361,0.173,2.73880462084852e-13
"Fgl2",5.68006930093867e-18,0.359520550285332,0.137,0.012,9.88332058363329e-14
"Plekha6",2.62398430678995e-17,0.35850777607847,0.79,0.617,4.56573269381451e-13
"Emp3",1.03721837785283e-18,0.357676405887619,0.93,0.829,1.80475997746393e-14
"Kdelr2",2.08653599074647e-14,0.357323569320109,0.841,0.738,3.63057262389887e-10
"Ahnak",1.76883925225148e-19,0.357089059915858,0.917,0.795,3.07778029891758e-15
"Pdlim2",2.03138505087851e-17,0.356302646010368,0.87,0.738,3.53460998852860e-13
"Efnb1",9.73341602681886e-15,0.356004554333736,0.458,0.274,1.69361438866648e-10
"Fat1",3.32210873902017e-19,0.355824283746799,0.331,0.145,5.78046920589509e-15
"Ccdc3",2.64207460333256e-11,0.355480927452429,0.671,0.518,4.59720980979865e-07
"Eid1",2.14986347487555e-19,0.352336686919901,0.915,0.788,3.74076244628345e-15
"Smad7",3.79927566349281e-16,0.351557717089095,0.824,0.689,6.61073965447749e-12
"Rplp2",4.56503234693384e-42,0.350475839208902,0.997,0.99,7.94315628366488e-38
"Pdzrn3",1.22038688313969e-19,0.350256812703079,0.447,0.23,2.12347317666306e-15
"Ror1",3.83814137658849e-21,0.349208118466982,0.26,0.077,6.67836599526397e-17
"Plec",4.55010191225574e-15,0.348515535553505,0.471,0.281,7.91717732732499e-11
"Tmem200a",3.86285801246323e-21,0.346341359419936,0.26,0.077,6.72137294168602e-17
"Cthrc1",6.6286066364846e-19,0.344869172306849,0.14,0.01,1.15337755474832e-14
"Oxct1",4.07300367044073e-17,0.344791448149771,0.526,0.306,7.08702638656688e-13
"Slc16a2",5.48577505210012e-17,0.344390891330045,0.451,0.252,9.54524859065422e-13
"Rpl10a",3.50752188981345e-39,0.342987558183055,0.995,0.99,6.1030880882754e-35
"Rpl12",1.02045215900608e-28,0.341981812454164,0.99,0.971,1.77558675667058e-24
"Ddb1",5.58824639629319e-17,0.3405852829423,0.701,0.508,9.72354872955015e-13
"Loxl2",2.51011766804188e-14,0.339916152013878,0.75,0.587,4.36760474239286e-10
"Timp2",8.46282340458038e-25,0.336171733722789,0.986,0.945,1.47253127239699e-20
"AI506816",1.60230628651782e-16,0.335179935333302,0.343,0.166,2.78801293854101e-12
"Tm4sf1",6.66462791787113e-11,0.334756440036895,0.506,0.351,1.15964525770958e-06
"Gpx1",2.48242396166649e-15,0.33434371710248,0.803,0.674,4.31941769329969e-11
"Nrp1",2.78563907102483e-13,0.33395548246014,0.505,0.334,4.84701198358321e-09
"Bdnf",7.51729186130106e-10,0.333346792797947,0.157,0.059,1.30800878386639e-05
"Txndc5",7.70242964020811e-17,0.332789831858079,0.774,0.605,1.34022275739621e-12
"Olfml3",6.163107605667e-18,0.332551807479392,0.954,0.881,1.07238072338606e-13
"Gng11",1.04871253386353e-12,0.332379711927421,0.789,0.634,1.82475980892254e-08
"Ssr2",6.47014184064208e-15,0.331028754212793,0.832,0.731,1.12580468027172e-10
"Ptk7",4.31738928022151e-20,0.330073249427821,0.311,0.118,7.51225734758543e-16
"Cyth3",4.16427380143208e-14,0.329418459516878,0.536,0.351,7.24583641449183e-10
"Cda",1.08047881455099e-22,0.329263840206247,0.184,0.022,1.88003313731872e-18
"Ybx1",9.48419247953173e-24,0.32916817573435,0.959,0.897,1.65024949143852e-19
"Eef1b2",1.94484441566136e-29,0.326753040746152,0.982,0.961,3.38402928325077e-25
"Sardh",3.08498485578486e-20,0.326229940019716,0.267,0.086,5.36787364906566e-16
"Gdf6",6.56482043221215e-16,0.325545559931715,0.372,0.192,1.14227875520491e-11
"Vegfd",2.12600519562671e-15,0.324672501488236,0.171,0.042,3.69924904039048e-11
"Vgll3",2.56563689194373e-21,0.323250837652197,0.211,0.044,4.4642081919821e-17
"Sh3bgrl3",2.27382752635109e-14,0.322385968672796,0.72,0.546,3.95645989585089e-10
"1500009L16Rik",1.84901947409396e-18,0.322161733530873,0.251,0.084,3.2172938849235e-14
"S100a1",2.24806269113502e-13,0.321452377958805,0.64,0.461,3.91162908257493e-09
"Tsc22d3",1.09591259757994e-15,0.320676999964383,0.436,0.242,1.9068879197891e-11
"Rpl31",8.61559079574339e-24,0.320079653615668,0.975,0.931,1.49911279845935e-19
"Axl",3.19214597341385e-13,0.318895984414024,0.685,0.518,5.5543339937401e-09
"Dstn",1.8759059057098e-14,0.318436490561709,0.837,0.692,3.26407627593504e-10
"Mrpl33",2.43923243327193e-14,0.317681067044926,0.847,0.708,4.24426443389316e-10
"Cd63",4.05693031056404e-29,0.317493640286009,0.991,0.987,7.05905874038143e-25
"Smim1",6.19657890280601e-14,0.316918384141978,0.714,0.543,1.07820472908825e-09
"Lum",7.7684089697337e-20,0.316887147124466,0.996,0.968,1.35170316073366e-15
"Plxna4",4.24151836681608e-15,0.316329091015534,0.291,0.128,7.38024195825998e-11
"Cavin1",1.63156829261721e-12,0.316029152494856,0.762,0.624,2.83892882915394e-08
"Anxa5",2.03741862344326e-17,0.315624820937523,0.957,0.908,3.54510840479127e-13
"Boc",2.28550455705423e-20,0.315617983498305,0.243,0.069,3.97677792927436e-16
"Atp1a2",6.25700354917653e-17,0.314713402667477,0.313,0.136,1.08871861755672e-12
"Cdh11",8.79580042726691e-21,0.312808115399368,0.151,0.01,1.53046927434444e-16
"Scpep1",1.40835446299486e-16,0.312689805773596,0.356,0.171,2.45053676561106e-12
"Rps26",1.47814697347552e-28,0.311582558141307,0.995,0.983,2.5719757338474e-24
"Ifi27",9.51582062597457e-10,0.311078991304962,0.671,0.538,1.65575278891957e-05
"Ssr3",7.03854167179896e-16,0.31075965801511,0.843,0.701,1.22470625089302e-11
"Copa",6.76665525636063e-13,0.310712234367164,0.626,0.45,1.17739801460675e-08
"Lpin1",9.67128399000182e-15,0.310018362959025,0.271,0.118,1.68280341426032e-10
"Fbln2",1.24059148332733e-22,0.309698425693352,0.165,0.012,2.15862918098955e-18
"Dkk3",9.8484764539145e-15,0.308744478492297,0.662,0.482,1.71363490298112e-10
"Baiap2",3.19389099312744e-13,0.307179627074796,0.346,0.187,5.55737032804174e-09
"Serf2",1.11862550064104e-29,0.307130066176627,0.995,0.993,1.94640837111541e-25
"Cox5b",5.86867056059965e-15,0.306517155163293,0.917,0.817,1.02114867754434e-10
"Aprt",7.50063634910187e-13,0.306419819239177,0.787,0.662,1.30511072474373e-08
"Cpxm1",2.23040895853243e-14,0.306312396494761,0.796,0.613,3.88091158784642e-10
"Frem1",4.66031773045562e-16,0.306027691677385,0.259,0.101,8.10895285099278e-12
"Micos10",9.99574179840059e-15,0.305048842987175,0.842,0.719,1.7392590729217e-10
"Emp2",8.73253775605419e-14,0.304970146867275,0.694,0.516,1.51946156955343e-09
"Edn1",1.967453502853e-10,0.304690784123568,0.146,0.049,3.42336909496421e-06
"Slc6a6",3.74626290495511e-12,0.304482886654341,0.341,0.188,6.51849745462188e-08
"Ugdh",2.21347754254186e-17,0.304097465516684,0.41,0.205,3.85145092402283e-13
