"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Adra2b",6.55048621799989e-130,0.635519937738809,0.481,0.172,1.17777742199638e-125,"0","Adra2b"
"Dpysl2",4.48492870638647e-127,0.715251597677976,0.69,0.386,8.06390181408288e-123,"0","Dpysl2"
"Apoe",8.39880334779769e-126,0.368884271947938,1,0.996,1.51010484193403e-121,"0","Apoe"
"Ntf3",7.88203517495838e-124,0.637075725523838,0.499,0.198,1.41718992445752e-119,"0","Ntf3"
"Gm13889",1.62687564391371e-123,0.704780622930388,0.928,0.537,2.92512240775685e-119,"0","Gm13889"
"Hlx",8.65369196604716e-123,0.651532964412435,0.529,0.22,1.55593381549528e-118,"0","Hlx"
"Tspan4",6.99655753432273e-122,0.69011640564122,0.867,0.656,1.25798104467123e-117,"0","Tspan4"
"Ltbp1",9.66753363656326e-119,0.666267269753687,0.454,0.174,1.73822254785407e-114,"0","Ltbp1"
"Pmp22",1.31502039051834e-117,0.639282652374751,0.852,0.506,2.36440666215197e-113,"0","Pmp22"
"Rcn3",2.16472144238679e-115,0.613247152229816,0.969,0.736,3.89216915341146e-111,"0","Rcn3"
"Ctsl",5.33143698177089e-115,0.46896909657892,0.988,0.965,9.58592369322406e-111,"0","Ctsl"
"Fermt2",2.14415122648253e-114,0.612867312108901,0.86,0.622,3.85518390521558e-110,"0","Fermt2"
"Lamb1",2.20188912656247e-114,0.623877127674314,0.63,0.318,3.95899664955933e-110,"0","Lamb1"
"Gm14964",3.77792625227391e-114,0.656565628067822,0.485,0.197,6.7927114015885e-110,"0","Gm14964"
"Tmem141",1.53277842554067e-113,0.75684696653016,0.718,0.482,2.75593560912213e-109,"0","Tmem141"
"Gpat2",3.03531410075366e-113,0.567805212289785,0.384,0.122,5.45749475315508e-109,"0","Gpat2"
"Tbx20",5.29816322651739e-113,0.695337395763515,0.534,0.243,9.52609748127827e-109,"0","Tbx20"
"Podn",1.07701641304347e-111,0.549687863559617,0.378,0.12,1.93647551065216e-107,"0","Podn"
"Inmt",1.13484584040491e-111,1.0419214585718,0.351,0.107,2.04045282104802e-107,"0","Inmt"
"Tnxb",2.49299499782871e-111,0.582276896247721,0.406,0.141,4.48240500609603e-107,"0","Tnxb"
"Plekha6",3.87287679202382e-111,0.684505423192211,0.582,0.308,6.96343247205884e-107,"0","Plekha6"
"Serping1",2.85252207468821e-110,0.582235826811269,0.993,0.92,5.12883469028941e-106,"0","Serping1"
"Pltp",5.95116154541606e-110,0.552245288221621,0.785,0.456,1.07001884586581e-105,"0","Pltp"
"Fos",7.74385537431443e-106,0.86677343695035,0.93,0.868,1.39234519630173e-101,"0","Fos"
"Rbm46",1.60355549126917e-105,0.889241478778379,0.576,0.28,2.88319277330197e-101,"0","Rbm46"
"Oat",3.49564160396303e-103,0.551290040990854,0.889,0.578,6.28516360392552e-99,"0","Oat"
"Vipr1",4.22423985754768e-103,0.56065857044136,0.569,0.247,7.59518326387072e-99,"0","Vipr1"
"Ehd3",4.719615500278e-103,0.467561416356473,0.619,0.294,8.48586866949985e-99,"0","Ehd3"
"Spry1",1.15824612609877e-102,0.60320349291272,0.765,0.466,2.08252653472558e-98,"0","Spry1"
"Tgfbr3",6.27858072169085e-102,0.575540665552996,0.543,0.259,1.12888881376001e-97,"0","Tgfbr3"
"Emp2",1.57358389437142e-100,0.66061134985061,0.751,0.561,2.82930384207982e-96,"0","Emp2"
"Kctd12",1.75403104285309e-99,0.570976616697546,0.453,0.193,3.15374781504986e-95,"0","Kctd12"
"Pdlim2",4.38635607305008e-99,0.614819086066969,0.81,0.556,7.88666821934404e-95,"0","Pdlim2"
"Cebpb",9.9911664280816e-99,0.60396290990133,0.96,0.903,1.79641172376907e-94,"0","Cebpb"
"Phlda1",1.33831324697116e-98,0.70262270979834,0.854,0.665,2.40628721805415e-94,"0","Phlda1"
"Serpinh1",2.26842677313513e-98,0.574115283685765,0.993,0.784,4.07863133809696e-94,"0","Serpinh1"
"Gnai2",2.60255965317569e-97,0.449916903047664,0.972,0.939,4.6794022564099e-93,"0","Gnai2"
"Junb",5.05987542918102e-97,0.696984604341485,0.96,0.934,9.09765602166747e-93,"0","Junb"
"Dusp6",2.24334196690326e-96,0.702130776464006,0.738,0.519,4.03352885649207e-92,"0","Dusp6"
"Aldh2",7.30470050547057e-96,0.530318102021237,0.951,0.905,1.31338515088361e-91,"0","Aldh2"
"Psap",1.10296643204838e-94,0.36592805873338,0.981,0.965,1.98313364482299e-90,"0","Psap"
"Gem",1.50712170520646e-94,0.846872183936755,0.617,0.367,2.70980482596122e-90,"0","Gem"
"Ms4a4d",6.11555765742505e-94,0.582386889238769,0.758,0.491,1.09957726680502e-89,"0","Ms4a4d"
"Adm",1.02832006770545e-93,0.640520803636861,0.404,0.157,1.84891948173439e-89,"0","Adm"
"Agtr1a",1.21686149137688e-93,0.445627264632154,0.771,0.492,2.18791696149564e-89,"0","Agtr1a"
"Ngf",1.8284770269821e-93,0.59620726171167,0.889,0.729,3.28760169451382e-89,"0","Ngf"
"Lpar1",3.83925241165153e-93,0.509169595852853,0.357,0.126,6.90297583614945e-89,"0","Lpar1"
"Hpse",4.45111520810226e-93,0.550189214369364,0.597,0.307,8.00310514416787e-89,"0","Hpse"
"Itm2c",4.54437038069142e-91,0.456899977602669,0.969,0.933,8.17077794448318e-87,"0","Itm2c"
"Rnaset2b",4.25892000341997e-90,0.602720589758505,0.699,0.511,7.65753816614911e-86,"0","Rnaset2b"
"Nid1",7.401246224613e-90,0.537288791957966,0.796,0.55,1.33074407118542e-85,"0","Nid1"
"Rbms3",2.43758619139027e-89,0.549761690554232,0.794,0.567,4.3827799721197e-85,"0","Rbms3"
"Col6a1",3.12648284487827e-88,0.472676383632371,0.835,0.501,5.62141615509113e-84,"0","Col6a1"
"Hand2",5.14925021495597e-88,0.568855306260933,0.594,0.321,9.25835188649084e-84,"0","Hand2"
"Tagln",6.82962584456503e-88,0.62519924170778,0.774,0.458,1.22796672685279e-83,"0","Tagln"
"Gucy1b1",1.21321208645181e-87,0.491857100246382,0.682,0.379,2.18135533144035e-83,"0","Gucy1b1"
"Mxra8",1.44860854057442e-87,0.466020478115681,0.873,0.557,2.6045981559528e-83,"0","Mxra8"
"Lhfp",3.73086038252113e-87,0.514196485324556,0.984,0.811,6.708086967773e-83,"0","Lhfp"
"Cysltr1",4.4249180499738e-87,0.442876595360799,0.301,0.095,7.95600265385289e-83,"0","Cysltr1"
"Emp1",1.51293168533463e-86,0.397738704060429,0.848,0.488,2.72025117023167e-82,"0","Emp1"
"Fstl1",4.3144216220656e-86,0.467810098512806,0.928,0.677,7.75733007647395e-82,"0","Fstl1"
"Mmp2",1.59785997425628e-85,0.376488881270589,0.776,0.429,2.8729522337128e-81,"0","Mmp2"
"Ctla2a",3.10435490271059e-85,0.85432476538044,0.565,0.321,5.58163011507365e-81,"0","Ctla2a"
"Zeb2",8.71907266569834e-85,0.490345482586661,0.827,0.545,1.56768926529256e-80,"0","Zeb2"
"Lbh",1.88831096382738e-84,0.587282093222291,0.851,0.636,3.39518311296163e-80,"0","Lbh"
"Loxl1",5.20390699793766e-84,0.452616068345945,0.819,0.502,9.35662478229192e-80,"0","Loxl1"
"Slc43a3",6.1599833622126e-84,0.600379633189705,0.723,0.472,1.10756500852583e-79,"0","Slc43a3"
"Col3a1",3.05501353762377e-83,0.494260595363464,0.99,0.707,5.49291434064754e-79,"0","Col3a1"
"Scarb2",1.25006503943039e-82,0.549512495580455,0.763,0.559,2.24761694089585e-78,"0","Scarb2"
"Lhx2",1.3164892050689e-82,0.533261530631584,0.397,0.168,2.36704759071387e-78,"0","Lhx2"
"Arvcf",1.66687361944579e-82,0.524237527777093,0.535,0.275,2.99703876776354e-78,"0","Arvcf"
"Vstm4",4.56664192406714e-82,0.550455753021511,0.546,0.295,8.21082217947272e-78,"0","Vstm4"
"Pdgfra",7.19859346784539e-82,0.55764397196358,0.659,0.382,1.2943071055186e-77,"0","Pdgfra"
"C1ra",1.10948846513324e-81,0.509078892021035,0.816,0.593,1.99486026030957e-77,"0","C1ra"
"Myl9",1.22979395820302e-81,0.39248600853189,0.744,0.468,2.21116953684903e-77,"0","Myl9"
"Cfh",6.67150681505212e-81,0.452574051297344,0.957,0.622,1.19953692534637e-76,"0","Cfh"
"Rerg",6.11796712311889e-80,0.505941863469361,0.591,0.319,1.10001048873678e-75,"0","Rerg"
"Itm2a",1.02723381803828e-79,0.559328985873807,0.4,0.171,1.84696640483283e-75,"0","Itm2a"
"Ggt5",1.08260232359903e-79,0.479558468238184,0.339,0.127,1.94651897783105e-75,"0","Ggt5"
"Sdf4",1.11791398723654e-79,0.46805747355774,0.878,0.794,2.0100093490513e-75,"0","Sdf4"
"Rnd3",1.9841449721554e-79,0.545950848150555,0.503,0.27,3.56749265993542e-75,"0","Rnd3"
"Cyp20a1",2.09638983168889e-79,0.54495768704728,0.73,0.531,3.76930891737663e-75,"0","Cyp20a1"
"Eps8",3.44396851232058e-79,0.50832526739411,0.471,0.225,6.19225538515239e-75,"0","Eps8"
"Rsu1",6.16892478713271e-79,0.481888800256434,0.859,0.763,1.10917267672646e-74,"0","Rsu1"
"B2m",1.42313480187863e-78,0.318585214524213,1,0.999,2.55879637377778e-74,"0","B2m"
"Ltbp4",3.13537687822228e-78,0.515324071187996,0.722,0.464,5.63740762704366e-74,"0","Ltbp4"
"Bmyc",1.08401167650367e-77,0.647269934429058,0.819,0.713,1.94905299435359e-73,"0","Bmyc"
"Col1a1",1.22082761799116e-77,0.263705581021535,0.963,0.65,2.1950480571481e-73,"0","Col1a1"
"Ccnd2",1.48288533077777e-77,0.589387694837212,0.837,0.685,2.66622782473843e-73,"0","Ccnd2"
"Pde1a",1.72737307828755e-77,0.483543435342363,0.568,0.306,3.10581679476102e-73,"0","Pde1a"
"Oaf",9.63844444460728e-77,0.547384075473375,0.813,0.673,1.73299231114039e-72,"0","Oaf"
"Itgb5",3.08250003972625e-76,0.429300897305917,0.863,0.654,5.5423350714278e-72,"0","Itgb5"
"Acaa2",4.73809791683871e-76,0.537645655028238,0.798,0.673,8.519100054476e-72,"0","Acaa2"
"Nr1h4",2.0232321166176e-75,0.563797897917985,0.577,0.375,3.63777134567844e-71,"0","Nr1h4"
"Tuba1a",3.60545766084885e-75,0.462912948615028,0.969,0.901,6.48261287420623e-71,"0","Tuba1a"
"Emp3",3.11388478523428e-74,0.450993950839463,0.924,0.605,5.59876484385123e-70,"0","Emp3"
"Gm34030",9.13061664446897e-74,0.528365137450013,0.459,0.231,1.64168487267552e-69,"0","Gm34030"
"Sparc",4.35944045114303e-73,0.473937344048269,0.999,0.963,7.83827393115517e-69,"0","Sparc"
"Nfib",7.54766931628218e-73,0.505204098257273,0.899,0.826,1.35707094306754e-68,"0","Nfib"
"Lgals3bp",1.01164298852242e-72,0.465238690428397,0.891,0.795,1.81893409336331e-68,"0","Lgals3bp"
"Papss2",1.25205631765132e-72,0.471983304972238,0.433,0.213,2.25119725913707e-68,"0","Papss2"
"Prss23",4.04516771339587e-72,0.499127363485965,0.782,0.533,7.27321154868578e-68,"0","Prss23"
"Selenow",4.33230205245369e-72,0.332111990805513,0.993,0.982,7.78947909031174e-68,"0","Selenow"
"Gpc4",1.72460691000252e-71,0.608059303549451,0.656,0.483,3.10084322418454e-67,"0","Gpc4"
"Timp2",2.7012149965686e-71,0.362423381367031,0.946,0.867,4.85678456383034e-67,"0","Timp2"
"Gpx8",2.8963696542681e-71,0.489738393432722,0.783,0.549,5.20767263837405e-67,"0","Gpx8"
"Egfem1",2.91249288942256e-71,0.453403357267109,0.313,0.117,5.23666221518177e-67,"0","Egfem1"
"Slc9a3r2",4.12588673571441e-71,0.453602577775851,0.819,0.662,7.41834435081451e-67,"0","Slc9a3r2"
"Lrrc32",1.41512104965584e-70,0.491554070902059,0.517,0.276,2.54438764728121e-66,"0","Lrrc32"
"Laptm4a",1.63437970215694e-70,0.319326412152231,0.993,0.972,2.93861470447817e-66,"0","Laptm4a"
"Selenom",3.33703335757979e-70,0.419968253496221,0.951,0.822,5.99998597692847e-66,"0","Selenom"
"Ifnar2",8.92752042901245e-70,0.436230317968161,0.876,0.773,1.60516817313644e-65,"0","Ifnar2"
"Art4",9.50034179091538e-70,0.495035922403369,0.576,0.329,1.70816145400659e-65,"0","Art4"
"Lifr",5.08538997146003e-68,0.441248985172019,0.609,0.367,9.14353116868514e-64,"0","Lifr"
"Sgk1",8.89047497817128e-68,0.590888128219435,0.672,0.469,1.5985074010752e-63,"0","Sgk1"
"Nsg1",1.08311091212944e-67,0.435308152502138,0.389,0.178,1.94743342000873e-63,"0","Nsg1"
"Nrxn2",1.78219518791293e-67,0.472101068844642,0.429,0.21,3.20438694786746e-63,"0","Nrxn2"
"Itga1",5.60816666863266e-67,0.481991588948188,0.677,0.453,1.00834836702015e-62,"0","Itga1"
"Fkbp7",1.23057983728258e-66,0.454078575443691,0.733,0.515,2.21258254743408e-62,"0","Fkbp7"
"Itgb1",2.90913571548412e-66,0.423448202661741,0.919,0.835,5.23062601644046e-62,"0","Itgb1"
"Ednrb",2.98870513641483e-66,0.380031349177205,0.587,0.307,5.37369183527386e-62,"0","Ednrb"
"Serinc3",3.17557827386865e-66,0.382362077406926,0.951,0.891,5.70968973641584e-62,"0","Serinc3"
"Cpz",1.08290181764389e-65,0.428017783472606,0.347,0.147,1.94705746812372e-61,"0","Cpz"
"Ckb",1.57310826399725e-65,0.420377798626882,0.934,0.76,2.82844865866706e-61,"0","Ckb"
"Snai1",1.7769425764376e-65,0.493981400359554,0.492,0.266,3.1949427524348e-61,"0","Snai1"
"Sema6d",3.97088315783687e-65,0.414204271186649,0.471,0.232,7.13964791779069e-61,"0","Sema6d"
"Thbs2",4.70683534428202e-65,0.507197452214319,0.418,0.21,8.46288994901907e-61,"0","Thbs2"
"Tpst1",2.4639706636583e-64,0.484976563609997,0.543,0.339,4.43021925325763e-60,"0","Tpst1"
"Col4a1",3.33493807541826e-64,0.453197714421341,0.884,0.723,5.99621865960204e-60,"0","Col4a1"
"P3h3",5.09321711084461e-64,0.459476945756977,0.656,0.429,9.15760436529861e-60,"0","P3h3"
"F2r",8.68861148864951e-64,0.396292885831261,0.817,0.568,1.56221234565918e-59,"0","F2r"
"Pdgfrb",9.07452621517835e-64,0.441645074354279,0.708,0.43,1.63159981348907e-59,"0","Pdgfrb"
"Fbln7",1.38467590372648e-62,0.463181759161148,0.437,0.225,2.48964727490021e-58,"0","Fbln7"
"Anxa1",1.92118769111592e-62,0.395398264711889,0.786,0.518,3.45429546862643e-58,"0","Anxa1"
"Capn6",5.66326658903943e-62,0.376179310520634,0.24,0.081,1.01825533270929e-57,"0","Capn6"
"Rgl1",1.50346003826091e-61,0.415190021291182,0.362,0.168,2.70322114879311e-57,"0","Rgl1"
"Marcks",1.0917519252188e-60,0.406206659419058,0.892,0.776,1.96296996154341e-56,"0","Marcks"
"Ppic",3.02735387684282e-60,0.317951768121881,0.875,0.648,5.44318227056338e-56,"0","Ppic"
"Mxra7",3.78037122835705e-60,0.439049069175221,0.76,0.544,6.79710746858597e-56,"0","Mxra7"
"Degs1",4.5341325891683e-60,0.417833987500942,0.791,0.685,8.1523703953246e-56,"0","Degs1"
"Fkbp9",1.01548618701129e-59,0.449328742915038,0.777,0.657,1.8258441642463e-55,"0","Fkbp9"
"Rpn2",1.27430264619436e-59,0.431507692709802,0.869,0.804,2.29119615785746e-55,"0","Rpn2"
"Cpq",2.28127606729889e-58,0.431292100624523,0.824,0.75,4.10173436900341e-54,"0","Cpq"
"Marcksl1",4.61380965711927e-58,0.373339177776574,0.93,0.862,8.29562976350044e-54,"0","Marcksl1"
"Cavin1",4.81206136310106e-58,0.430035089973408,0.647,0.457,8.6520863308557e-54,"0","Cavin1"
"Nr4a1",6.38583846306762e-58,0.460942470604723,0.462,0.255,1.14817375565956e-53,"0","Nr4a1"
"Calm3",7.07761245457958e-58,0.388071388192992,0.919,0.892,1.27255471933341e-53,"0","Calm3"
"Arhgap24",7.22790390036086e-58,0.455257561663573,0.427,0.235,1.29957712128488e-53,"0","Arhgap24"
"Sept11",7.73566560479499e-58,0.433510688849008,0.701,0.533,1.39087267574214e-53,"0","Sept11"
"Tuba1b",1.44327670045932e-57,0.342386676474068,0.981,0.927,2.59501150742585e-53,"0","Tuba1b"
"Tnfrsf1a",2.32172607289057e-57,0.411410633104448,0.84,0.709,4.17446347905725e-53,"0","Tnfrsf1a"
"Ogn",5.58663169800095e-57,0.31892097772833,0.296,0.119,1.00447637930057e-52,"0","Ogn"
"Lrrn3",1.0095354989695e-56,0.326869160200144,0.192,0.056,1.81514482714716e-52,"0","Lrrn3"
"Sdc3",1.72479367606698e-56,0.397838252491396,0.505,0.298,3.10117902956843e-52,"0","Sdc3"
